,request.type,request.query,request.language,request.unit,location.name,location.country,location.region,location.lat,location.lon,location.timezone_id,location.localtime,location.localtime_epoch,location.utc_offset,current.observation_time,current.temperature,current.weather_code,current.weather_icons,current.weather_descriptions,current.wind_speed,current.wind_degree,current.wind_dir,current.pressure,current.precip,current.humidity,current.cloudcover,current.feelslike,current.uv_index,current.visibility,current.is_day
0,City,"Jerusalem, Israel",en,m,Jerusalem,Israel,Yerushalayim,31.780,35.230,Asia/Jerusalem,2022-03-05 10:44,1646477040,2.0,08:44 AM,10,113,['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'],['Sunny'],4,57,ENE,1019,0,63,7,10,3,10,yes
0,City,"Tel Aviv-Yafo, Israel",en,m,Tel Aviv-Yafo,Israel,Tel Aviv,32.068,34.765,Asia/Jerusalem,2022-03-05 10:44,1646477040,2.0,08:44 AM,16,116,['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],['Partly cloudy'],11,360,N,1018,0,51,25,16,4,10,yes
0,City,"Haifa, Israel",en,m,Haifa,Israel,Hefa,32.816,34.989,Asia/Jerusalem,2022-03-05 10:44,1646477040,2.0,08:44 AM,16,116,['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],['Partly cloudy'],0,90,E,1018,0,59,25,16,4,10,yes
0,City,"Holon, Israel",en,m,Holon,Israel,Tel Aviv,32.011,34.772,Asia/Jerusalem,2022-03-05 10:44,1646477040,2.0,08:44 AM,16,116,['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],['Partly cloudy'],11,360,N,1018,0,51,25,16,4,10,yes
0,City,"Bat Yam, Israel",en,m,Bat Yam,Israel,Tel Aviv,32.023,34.750,Asia/Jerusalem,2022-03-05 10:44,1646477040,2.0,08:44 AM,16,116,['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],['Partly cloudy'],11,360,N,1018,0,51,25,16,4,10,yes
