propery_type,rooms,foor,square_foot,price,sector,block,property,day,month,year,lat,lng
1,3.0,3,42.6,431000,7281,88,17,11,07,2006,31.9861237,34.7908589
1,3.0,3,42.6,1432000,7281,86,17,02,09,2020,31.9866446,34.79052
1,3.0,3,42.6,1200000,7281,86,17,01,01,2017,31.9866446,34.79052
1,3.0,3,42.6,423000,7281,86,17,27,04,2009,31.9866446,34.79052
1,3.0,1,42.0,1386000,7281,86,2,02,09,2020,31.9866446,34.79052
1,3.0,1,42.0,665000,7281,86,2,22,10,2012,31.9866446,34.79052
1,3.0,1,42.0,650000,7281,86,2,09,02,2011,31.9866446,34.79052
1,3.0,3,42.0,1864000,7281,86,20,02,09,2020,31.9866446,34.79052
1,3.0,3,42.0,600000,7281,86,20,03,02,2012,31.9866446,34.79052
1,3.0,2,42.0,1426000,7281,88,13,02,09,2020,31.9861237,34.7908589
1,3.0,2,42.0,600000,7281,88,13,27,06,2012,31.9861237,34.7908589
1,3.0,1,42.0,1437000,7281,88,5,02,09,2020,31.9861237,34.7908589
1,3.0,1,42.0,600000,7281,88,5,25,07,2014,31.9861237,34.7908589
1,3.0,1,42.0,625000,7281,88,5,07,04,2013,31.9861237,34.7908589
1,3.0,1,42.0,625000,7281,88,5,07,08,2012,31.9861237,34.7908589
1,3.0,1,42.0,625000,7281,88,5,12,07,2012,31.9861237,34.7908589
1,3.0,2,42.0,1442000,7281,88,15,02,09,2020,31.9861237,34.7908589
1,3.0,2,42.0,700000,7281,88,15,07,09,2014,31.9861237,34.7908589
1,3.0,4,42.0,1383000,7281,86,26,02,09,2020,31.9866446,34.79052
1,3.0,4,42.0,800000,7281,86,26,25,08,2015,31.9866446,34.79052
1,3.0,3,60.5,1560000,5387,18,37,01,09,2020,31.9673758,34.7806922
1,3.0,3,60.5,1090000,5387,18,37,29,01,2012,31.9673758,34.7806922
1,3.0,3,60.5,548000,5387,18,37,10,08,2000,31.9673758,34.7806922
1,3.0,2,65.85,1595000,3926,713,9,01,09,2020,31.9575566,34.8003658
1,3.0,2,65.85,1326000,3926,713,9,06,12,2015,31.9575566,34.8003658
1,3.0,2,56.5,1270000,7281,77,10,01,09,2020,31.9861483,34.7893753
1,3.0,2,56.5,750000,7281,77,10,23,06,2017,31.9861483,34.7893753
1,3.0,2,60.04,1440000,3945,541,6,31,08,2020,31.9671233,34.7973757
1,3.0,2,60.04,555000,3945,541,6,18,03,2004,31.9671233,34.7973757
1,3.0,3,66.3,725000,3929,407,21,31,08,2020,31.9691933,34.8095015
1,3.0,3,66.3,1080000,3929,407,21,01,07,2015,31.9691933,34.8095015
1,3.0,3,66.3,361000,3929,407,21,18,10,2007,31.9691933,34.8095015
1,3.0,5,65.4,1760000,5116,81,19,30,08,2020,31.9745073,34.7719582
1,3.0,5,65.4,1307000,5116,81,19,07,08,2014,31.9745073,34.7719582
1,3.0,5,65.4,669000,5116,81,19,07,01,2007,31.9745073,34.7719582
1,3.0,5,65.4,641000,5116,81,19,30,08,2000,31.9745073,34.7719582
1,3.0,3,74.0,1460000,5036,65,52,30,08,2020,31.9727714,34.783891
1,3.0,3,74.0,1010000,5036,65,52,18,08,2014,31.9727714,34.783891
1,3.0,3,74.0,622000,5036,65,52,20,07,2006,31.9727714,34.783891
1,3.0,3,67.97,1470000,3934,136,5,27,08,2020,31.962614,34.8019033
1,3.0,3,67.97,520000,3934,136,5,01,12,2004,31.962614,34.8019033
1,3.0,5,66.01,1495000,3932,283,15,27,08,2020,31.9627537,34.8095445
1,3.0,5,66.01,1350000,3932,283,15,11,01,2017,31.9627537,34.8095445
1,3.0,1,63.09,1520000,6288,110,20,26,08,2020,31.9537426,34.8121488
1,3.0,1,63.09,890000,6288,110,20,06,09,2010,31.9537426,34.8121488
1,3.0,2,63.0,1410000,3929,812,17,25,08,2020,31.9690681,34.8122262
1,3.0,2,63.0,780000,3929,812,17,03,12,2009,31.9690681,34.8122262
1,3.0,3,62.5,1520000,5387,6,15,24,08,2020,31.9666664,34.7795288
1,3.0,3,62.5,1320000,5387,6,15,27,02,2017,31.9666664,34.7795288
1,3.0,3,62.5,800000,5387,6,15,25,11,2008,31.9666664,34.7795288
1,3.0,3,62.5,588000,5387,6,15,22,07,2004,31.9666664,34.7795288
1,3.0,3,66.26,1400000,3945,645,13,24,08,2020,31.9659556,34.7975959
1,3.0,3,66.26,880000,3945,645,13,28,07,2013,31.9659556,34.7975959
1,3.0,2,64.36,1200000,3930,665,5,24,08,2020,31.9659755,34.8130224
1,3.0,2,64.36,1200000,3930,665,5,02,10,2017,31.9659755,34.8130224
1,3.0,1,76.0,900000,5096,4,4,23,08,2020,31.9690528,34.7648452
1,3.0,1,76.0,1470000,5096,4,4,08,08,2012,31.9690528,34.7648452
1,3.0,1,76.0,1207000,5096,4,4,04,03,2002,31.9690528,34.7648452
1,3.0,2,69.88,1660000,5384,46,7,21,08,2020,31.9807433,34.7798835
1,3.0,2,69.88,645000,5384,46,7,08,04,1998,31.9807433,34.7798835
1,3.0,2,63.12,1350000,6286,141,7,20,08,2020,31.9667141,34.822934
1,3.0,2,63.12,494000,6286,141,7,10,03,2004,31.9667141,34.822934
1,3.0,2,63.12,466000,6286,141,7,09,03,1998,31.9667141,34.822934
1,3.0,1,69.18,1500000,3928,575,3,20,08,2020,31.9726398,34.8025851
1,3.0,1,69.18,750000,3928,575,3,17,12,2008,31.9726398,34.8025851
1,3.0,1,69.18,632000,3928,575,3,05,08,2001,31.9726398,34.8025851
1,3.0,1,43.5,1215000,7282,2,4,19,08,2020,31.9850994,34.791085
1,3.0,1,43.5,870000,7282,2,4,17,11,2014,31.9850994,34.791085
1,3.0,1,43.5,476000,7282,2,4,25,08,1999,31.9850994,34.791085
1,3.0,4,64.53,1350000,3928,499,11,19,08,2020,31.9683188,34.8006167
1,3.0,4,64.53,940000,3928,499,11,02,03,2011,31.9683188,34.8006167
1,3.0,4,64.53,626000,3928,499,11,27,02,2007,31.9683188,34.8006167
1,3.0,3,68.39,1425000,6288,103,10,19,08,2020,31.9527822,34.811527
1,3.0,3,68.39,785000,6288,103,10,14,05,2009,31.9527822,34.811527
1,3.0,2,67.6,1430000,3928,109,7,17,08,2020,31.9708766,34.8029462
1,3.0,2,67.6,850000,3928,109,7,12,08,2009,31.9708766,34.8029462
1,3.0,2,67.6,597000,3928,109,7,09,11,2001,31.9708766,34.8029462
1,3.0,2,67.6,585000,3928,109,7,17,07,2000,31.9708766,34.8029462
1,3.0,2,62.1,1346000,5036,30,9,16,08,2020,31.974439,34.782996
1,3.0,2,62.1,1267000,5036,30,9,06,07,2016,31.974439,34.782996
1,3.0,2,62.1,940000,5036,30,9,18,01,2011,31.974439,34.782996
1,3.0,1,65.0,1525000,5036,56,10,13,08,2020,31.9729082,34.7825083
1,3.0,1,65.0,1067000,5036,56,10,06,12,2012,31.9729082,34.7825083
1,3.0,1,65.0,820000,5036,56,10,04,06,2009,31.9729082,34.7825083
1,3.0,4,62.64,1310000,3934,175,14,13,08,2020,31.9627156,34.8013988
1,3.0,4,62.64,950000,3934,175,14,27,10,2014,31.9627156,34.8013988
1,3.0,4,58.58,1250000,3930,136,7,12,08,2020,31.9668509,34.8107754
1,3.0,4,58.58,459000,3930,136,7,05,09,2001,31.9668509,34.8107754
1,3.0,4,68.18,1326000,3933,165,16,12,08,2020,31.964685,34.8068092
1,3.0,4,68.18,1000000,3933,165,16,11,05,2015,31.964685,34.8068092
1,3.0,4,68.18,438000,3933,165,16,18,03,2007,31.964685,34.8068092
1,3.0,5,61.3,1590000,5036,10,9,12,08,2020,31.9754641,34.78470670000001
1,3.0,5,61.3,1170000,5036,10,9,18,01,2015,31.9754641,34.78470670000001
1,3.0,5,61.3,548000,5036,10,9,15,01,2007,31.9754641,34.78470670000001
1,3.0,2,72.52,2000000,5183,39,7,12,08,2020,31.9642243,34.7740058
1,3.0,2,72.52,1110000,5183,39,7,21,01,2010,31.9642243,34.7740058
1,3.0,1,84.26,1740000,3939,445,4,11,08,2020,31.9726898,34.8147105
1,3.0,1,84.26,1210000,3939,445,4,16,07,2012,31.9726898,34.8147105
1,3.0,1,84.26,715000,3939,445,4,09,12,2007,31.9726898,34.8147105
1,3.0,3,60.8,1300000,5025,245,11,10,08,2020,31.9797765,34.7861906
1,3.0,3,60.8,420000,5025,245,11,22,11,2007,31.9797765,34.7861906
1,3.0,4,55.3,1565000,5036,56,24,09,08,2020,31.9731596,34.7825918
1,3.0,4,55.3,1390000,5036,56,24,09,07,2018,31.9731596,34.7825918
1,3.0,4,55.3,568000,5036,56,24,11,02,2007,31.9731596,34.7825918
1,3.0,4,55.3,599000,5036,56,24,12,02,2002,31.9731596,34.7825918
1,3.0,4,55.3,529000,5036,56,24,08,10,1998,31.9731596,34.7825918
1,3.0,3,53.85,1700000,3925,222,9,09,08,2020,31.9586756,34.8045422
1,3.0,3,53.85,1340000,3925,222,9,25,11,2016,31.9586756,34.8045422
1,3.0,3,53.85,560000,3925,222,9,06,01,2008,31.9586756,34.8045422
1,3.0,1,71.56,1500000,3939,60,2,06,08,2020,31.9727624,34.8071959
1,3.0,1,71.56,558000,3939,60,2,21,08,2006,31.9727624,34.8071959
1,3.0,1,64.0,1565000,5036,75,6,05,08,2020,31.9727625,34.7817345
1,3.0,1,64.0,1390000,5036,75,6,08,03,2017,31.9727625,34.7817345
1,3.0,1,64.0,650000,5036,75,6,18,10,2007,31.9727625,34.7817345
1,3.0,1,64.0,536000,5036,75,6,16,04,2001,31.9727625,34.7817345
1,3.0,2,67.77,1360000,3929,412,10,04,08,2020,31.9687147,34.8062827
1,3.0,2,67.77,1180000,3929,412,10,15,04,2016,31.9687147,34.8062827
1,3.0,2,67.77,580000,3929,412,10,27,02,2007,31.9687147,34.8062827
1,3.0,3,46.2,1330000,7281,6,25,03,08,2020,31.9730015,34.7925013
1,3.0,3,46.2,405000,7281,6,25,11,03,2004,31.9730015,34.7925013
1,3.0,1,62.99,1900000,3928,660,4,02,08,2020,31.9699288,34.8001795
1,3.0,1,62.99,1100000,3928,660,4,07,02,2013,31.9699288,34.8001795
1,3.0,1,62.99,603000,3928,660,4,15,05,2007,31.9699288,34.8001795
1,3.0,1,62.99,529000,3928,660,4,07,06,1998,31.9699288,34.8001795
1,3.0,1,62.78,1600000,3926,256,4,02,08,2020,31.9620936,34.7989765
1,3.0,1,62.78,850000,3926,256,4,04,06,2009,31.9620936,34.7989765
1,3.0,1,62.78,631000,3926,256,4,09,06,2003,31.9620936,34.7989765
1,3.0,4,66.39,1345000,3926,897,16,02,08,2020,31.9590341,34.7986554
1,3.0,4,66.39,473000,3926,897,16,18,03,2007,31.9590341,34.7986554
1,3.0,2,70.84,1550000,5036,63,15,02,08,2020,31.9728251,34.782795
1,3.0,2,70.84,1145000,5036,63,15,18,02,2014,31.9728251,34.782795
1,3.0,4,62.25,1530000,3926,713,15,29,07,2020,31.9575566,34.8003658
1,3.0,4,62.25,1154000,3926,713,15,09,03,2014,31.9575566,34.8003658
1,3.0,4,62.25,485000,3926,713,15,10,03,1998,31.9575566,34.8003658
1,3.0,4,65.45,1250000,3932,180,7,28,07,2020,31.96438,34.8095579
1,3.0,4,65.45,526000,3932,180,7,13,01,2000,31.96438,34.8095579
1,3.0,1,68.0,1790000,5387,50,4,27,07,2020,31.965245,34.7801568
1,3.0,1,68.0,1595000,5387,50,4,13,11,2017,31.965245,34.7801568
1,3.0,1,68.0,1000000,5387,50,4,26,10,2009,31.965245,34.7801568
1,3.0,1,68.0,730000,5387,50,4,13,12,2007,31.965245,34.7801568
1,3.0,0,63.0,1450000,3926,854,1,27,07,2020,31.9589766,34.7998822
1,3.0,0,63.0,1270000,3926,854,1,25,11,2015,31.9589766,34.7998822
1,3.0,0,63.0,900000,3926,854,1,13,07,2014,31.9589766,34.7998822
1,3.0,4,75.66,1450000,3934,177,15,26,07,2020,31.9646876,34.8009004
1,3.0,4,75.66,1160000,3934,177,15,17,06,2014,31.9646876,34.8009004
1,3.0,4,77.78,1480000,3930,404,17,23,07,2020,31.9663817,34.8140045
1,3.0,4,77.78,638000,3930,404,17,11,07,2002,31.9663817,34.8140045
1,3.0,4,63.8,1230000,3932,64,16,21,07,2020,31.9651533,34.8091577
1,3.0,4,63.8,776000,3932,64,16,19,10,2009,31.9651533,34.8091577
1,3.0,3,71.32,1500000,3926,389,11,20,07,2020,31.9605042,34.7993217
1,3.0,3,71.32,588000,3926,389,11,13,12,2004,31.9605042,34.7993217
1,3.0,3,71.32,521000,3926,389,11,15,02,2001,31.9605042,34.7993217
1,3.0,2,60.81,1600000,3926,381,4,19,07,2020,31.9607399,34.8005055
1,3.0,2,60.81,1325000,3926,381,4,22,05,2016,31.9607399,34.8005055
1,3.0,3,72.5,1485000,5037,46,14,16,07,2020,31.9951302,34.7419178
1,3.0,3,72.5,570000,5037,46,14,27,12,2007,31.9951302,34.7419178
1,3.0,3,72.5,519000,5037,46,14,30,05,2005,31.9951302,34.7419178
1,3.0,3,62.59,1300000,3932,153,5,14,07,2020,31.9659041,34.8089002
1,3.0,3,62.59,935000,3932,153,5,16,05,2013,31.9659041,34.8089002
1,3.0,1,64.0,1580000,5036,77,18,13,07,2020,31.9755472,34.7841659
1,3.0,1,64.0,1055000,5036,77,18,16,02,2014,31.9755472,34.7841659
1,3.0,2,62.18,1535000,3945,213,6,10,07,2020,31.9678196,34.79824869999999
1,3.0,2,62.18,1200000,3945,213,6,01,04,2015,31.9678196,34.79824869999999
1,3.0,2,62.18,685000,3945,213,6,03,06,2008,31.9678196,34.79824869999999
1,3.0,5,48.4,1050000,3929,790,19,09,07,2020,31.9685578,34.8129023
1,3.0,5,48.4,437000,3929,790,19,18,07,2000,31.9685578,34.8129023
1,3.0,4,60.81,1250000,3925,218,15,09,07,2020,31.9596324,34.8044122
1,3.0,4,60.81,1370000,3925,218,15,05,04,2017,31.9596324,34.8044122
1,3.0,4,60.81,453000,3925,218,15,22,10,2000,31.9596324,34.8044122
1,3.0,2,47.1,1240000,7282,15,10,09,07,2020,31.9829552,34.7907147
1,3.0,2,47.1,395000,7282,15,10,22,11,2007,31.9829552,34.7907147
1,3.0,2,47.1,439000,7282,15,10,15,12,2005,31.9829552,34.7907147
1,3.0,4,63.0,1390000,3928,631,28,07,07,2020,31.9728958,34.804248
1,3.0,4,63.0,507000,3928,631,28,04,05,1999,31.9728958,34.804248
1,3.0,1,79.0,1860000,7373,60,4,07,07,2020,31.9837435,34.8046025
1,3.0,1,79.0,1300000,7373,60,4,19,08,2012,31.9837435,34.8046025
1,3.0,1,79.0,1350000,7373,60,4,26,12,2010,31.9837435,34.8046025
1,3.0,2,67.27,1570000,3926,937,7,07,07,2020,31.9630943,34.793433
1,3.0,2,67.27,1135000,3926,937,7,20,02,2014,31.9630943,34.793433
1,3.0,2,47.1,1260000,7281,95,11,06,07,2020,31.9855062,34.791002
1,3.0,2,47.1,650000,7281,95,11,06,07,2009,31.9855062,34.791002
1,3.0,5,65.4,1950000,5116,80,20,02,07,2020,31.9727506,34.7722873
1,3.0,5,65.4,1370000,5116,80,20,05,05,2013,31.9727506,34.7722873
1,3.0,5,65.4,920000,5116,80,20,17,10,2007,31.9727506,34.7722873
1,3.0,5,65.4,689000,5116,80,20,16,01,2002,31.9727506,34.7722873
1,3.0,2,39.6,1170000,6095,136,16,02,07,2020,31.9848001,34.7914426
1,3.0,2,39.6,650000,6095,136,16,07,08,2011,31.9848001,34.7914426
1,3.0,5,71.7,1577000,5038,11,53,01,07,2020,31.9761296,34.7788194
1,3.0,5,71.7,1290000,5038,11,53,26,12,2013,31.9761296,34.7788194
1,3.0,5,71.7,800000,5038,11,53,08,07,2008,31.9761296,34.7788194
1,3.0,1,57.99,1390000,3945,535,5,01,07,2020,32.0109659,34.7656303
1,3.0,1,57.99,1053000,3945,535,5,23,03,2014,32.0109659,34.7656303
1,3.0,3,56.49,1500000,3930,120,7,01,07,2020,31.9614261,34.8128309
1,3.0,3,56.49,930000,3930,120,7,08,01,2015,31.9614261,34.8128309
1,3.0,2,39.6,1290000,7281,11,15,30,06,2020,31.9730015,34.7925013
1,3.0,2,39.6,850000,7281,11,15,07,07,2015,31.9730015,34.7925013
1,3.0,2,39.6,341000,7281,11,15,19,10,2007,31.9730015,34.7925013
1,3.0,1,65.0,1610000,5116,52,3,30,06,2020,31.973991,34.7714456
1,3.0,1,65.0,1160000,5116,52,3,12,04,2011,31.973991,34.7714456
1,3.0,3,64.8,1300000,7281,63,18,30,06,2020,31.9865709,34.7877585
1,3.0,3,64.8,900000,7281,63,18,13,05,2018,31.9865709,34.7877585
3,3.0,2,65.9,1700000,5036,94,71,28,06,2020,31.9710092,34.7815352
3,3.0,2,65.9,557000,5036,94,71,22,04,1999,31.9710092,34.7815352
1,3.0,3,67.84,1515000,3928,703,17,28,06,2020,31.9734394,34.80257720000001
1,3.0,3,67.84,551000,3928,703,17,28,06,1999,31.9734394,34.80257720000001
1,3.0,6,75.6,1710000,5384,48,24,28,06,2020,31.9811005,34.7811372
1,3.0,6,75.6,763000,5384,48,24,23,01,2004,31.9811005,34.7811372
1,3.0,5,79.0,1740000,3929,869,14,28,06,2020,31.9710534,34.8099599
1,3.0,5,79.0,1400000,3929,869,14,10,12,2014,31.9710534,34.8099599
1,3.0,5,79.0,1560000,3929,869,14,12,06,2013,31.9710534,34.8099599
1,3.0,5,79.0,1020000,3929,869,14,12,03,2013,31.9710534,34.8099599
1,3.0,5,68.68,1790000,5182,25,21,25,06,2020,31.9657994,34.7728152
1,3.0,5,68.68,1790000,5182,25,21,25,08,2017,31.9657994,34.7728152
1,3.0,5,68.68,757000,5182,25,21,18,03,2007,31.9657994,34.7728152
1,3.0,2,70.04,1520000,3928,316,3,25,06,2020,31.9694857,34.8019822
1,3.0,2,70.04,1350000,3928,316,3,09,01,2018,31.9694857,34.8019822
1,3.0,3,62.1,1365000,5036,31,30,24,06,2020,31.974323,34.783396
1,3.0,3,62.1,950000,5036,31,30,22,05,2014,31.974323,34.783396
1,3.0,3,62.1,510000,5036,31,30,06,05,2001,31.974323,34.783396
1,3.0,8,71.65,1700000,4746,8,30,24,06,2020,31.9730015,34.7925013
1,3.0,8,71.65,1590000,4746,8,30,29,06,2018,31.9730015,34.7925013
1,3.0,3,75.7,915000,4746,6,7,23,06,2020,31.9837646,34.7815524
1,3.0,3,75.7,647000,4746,6,7,04,05,1998,31.9837646,34.7815524
1,3.0,3,49.0,1200000,3929,798,22,18,06,2020,31.9682741,34.8128349
1,3.0,3,49.0,950000,3929,798,22,23,11,2015,31.9682741,34.8128349
1,3.0,3,49.0,146000,3929,798,22,26,02,2008,31.9682741,34.8128349
1,3.0,17,78.4,1920000,3928,884,99,18,06,2020,31.9665915,34.8023961
1,3.0,17,78.4,1175000,3928,884,99,03,09,2009,31.9665915,34.8023961
1,3.0,4,67.0,1865000,5183,78,42,16,06,2020,31.9648298,34.7707316
1,3.0,4,67.0,1150000,5183,78,42,06,06,2012,31.9648298,34.7707316
1,3.0,4,67.0,724000,5183,78,42,06,06,2001,31.9648298,34.7707316
1,3.0,1,63.0,1525000,3928,281,3,16,06,2020,31.969427,34.8011312
1,3.0,1,63.0,1000000,3928,281,3,16,09,2014,31.969427,34.8011312
1,3.0,1,63.0,655000,3928,281,3,14,09,2008,31.969427,34.8011312
1,3.0,2,67.02,1450000,3928,525,6,15,06,2020,31.97103419999999,34.7990628
1,3.0,2,67.02,540000,3928,525,6,17,06,2007,31.97103419999999,34.7990628
1,3.0,2,67.02,521000,3928,525,6,20,08,2003,31.97103419999999,34.7990628
1,3.0,3,65.0,1565000,5387,52,8,15,06,2020,31.9645937,34.7806581
1,3.0,3,65.0,589000,5387,52,8,03,11,2003,31.9645937,34.7806581
1,3.0,3,98.6,2170000,3946,328,8,15,06,2020,31.9733545,34.7876938
1,3.0,3,98.6,1945000,3946,328,8,26,06,2015,31.9733545,34.7876938
1,3.0,3,98.6,1121000,3946,328,8,26,12,2007,31.9733545,34.7876938
1,3.0,3,62.77,1530000,3926,256,11,15,06,2020,31.9620936,34.7989765
1,3.0,3,62.77,1400000,3926,256,11,25,07,2018,31.9620936,34.7989765
1,3.0,5,68.78,1570000,5036,93,50,14,06,2020,31.9715869,34.7808388
1,3.0,5,68.78,1095000,5036,93,50,07,08,2012,31.9715869,34.7808388
1,3.0,5,68.78,661000,5036,93,50,11,08,2003,31.9715869,34.7808388
1,3.0,3,70.21,1760000,5182,20,12,14,06,2020,31.9677956,34.7758521
1,3.0,3,70.21,1500000,5182,20,12,23,05,2017,31.9677956,34.7758521
1,3.0,3,70.21,1240000,5182,20,12,22,03,2011,31.9677956,34.7758521
1,3.0,3,70.21,1000000,5182,20,12,05,07,2009,31.9677956,34.7758521
1,3.0,3,58.3,1430000,5036,89,17,11,06,2020,31.9706169,34.7850584
1,3.0,3,58.3,514000,5036,89,17,08,04,1999,31.9706169,34.7850584
1,3.0,2,68.14,1380000,3937,16,18,11,06,2020,31.9619262,34.8096616
1,3.0,2,68.14,893000,3937,16,18,25,04,2010,31.9619262,34.8096616
1,3.0,2,68.14,567000,3937,16,18,27,12,2000,31.9619262,34.8096616
1,3.0,3,90.11,1480000,3929,1008,19,11,06,2020,31.9685714,34.8082043
1,3.0,3,90.11,498000,3929,1008,19,10,12,2001,31.9685714,34.8082043
1,3.0,4,70.05,1490000,6286,148,65,10,06,2020,31.9650322,34.822025
1,3.0,4,70.05,548000,6286,148,65,12,03,2000,31.9650322,34.822025
1,3.0,4,42.6,1250000,7281,87,25,09,06,2020,31.9864107,34.79052
1,3.0,4,42.6,342000,7281,87,25,23,09,2007,31.9864107,34.79052
1,3.0,4,42.6,281000,7281,87,25,17,02,2003,31.9864107,34.79052
1,3.0,4,42.6,489000,7281,87,25,27,12,1998,31.9864107,34.79052
1,3.0,6,78.69,1736000,3939,437,23,09,06,2020,31.9735307,34.8154125
1,3.0,6,78.69,1180000,3939,437,23,15,03,2011,31.9735307,34.8154125
1,3.0,6,78.69,670000,3939,437,23,10,06,2002,31.9735307,34.8154125
1,3.0,2,58.1,1340000,3930,346,24,07,06,2020,31.962346,34.8141171
1,3.0,2,58.1,875000,3930,346,24,13,02,2012,31.962346,34.8141171
1,3.0,2,58.1,473000,3930,346,24,21,01,2003,31.962346,34.8141171
1,3.0,0,60.47,1490000,3925,224,2,05,06,2020,31.9584047,34.8047413
1,3.0,0,60.47,975000,3925,224,2,27,12,2012,31.9584047,34.8047413
1,3.0,4,62.59,1270000,3929,687,16,04,06,2020,31.96991149999999,34.8096094
1,3.0,4,62.59,421000,3929,687,16,11,08,2003,31.96991149999999,34.8096094
1,3.0,1,67.0,1775000,5183,81,28,04,06,2020,31.9648591,34.7714252
1,3.0,1,67.0,1325000,5183,81,28,10,02,2014,31.9648591,34.7714252
1,3.0,1,67.0,1100000,5183,81,28,16,05,2012,31.9648591,34.7714252
1,3.0,3,39.6,1240000,7281,151,18,03,06,2020,31.9730015,34.7925013
1,3.0,3,39.6,360000,7281,151,18,31,07,2008,31.9730015,34.7925013
1,3.0,3,58.55,1295000,3935,111,9,02,06,2020,31.9632688,34.8071002
1,3.0,3,58.55,1240000,3935,111,9,21,11,2017,31.9632688,34.8071002
1,3.0,3,58.55,481000,3935,111,9,28,04,2006,31.9632688,34.8071002
1,3.0,1,87.0,1700000,5748,13,2,02,06,2020,31.9797285,34.7843716
1,3.0,1,87.0,1280000,5748,13,2,07,05,2013,31.9797285,34.7843716
1,3.0,2,60.9,1300000,5036,17,40,01,06,2020,31.9746599,34.7832077
1,3.0,2,60.9,621000,5036,17,40,18,06,2003,31.9746599,34.7832077
1,3.0,2,65.45,1570000,5116,12,8,31,05,2020,31.97355019999999,34.7745391
1,3.0,2,65.45,1070000,5116,12,8,10,05,2010,31.97355019999999,34.7745391
1,3.0,4,68.09,1360000,5031,5,15,27,05,2020,31.9971837,34.7425709
1,3.0,4,68.09,446000,5031,5,15,13,08,1999,31.9971837,34.7425709
1,3.0,3,65.9,969000,3945,512,17,27,05,2020,31.9655967,34.7977751
1,3.0,3,65.9,969000,3945,512,17,11,07,2019,31.9655967,34.7977751
1,3.0,1,58.0,1200000,7281,39,2,17,05,2020,31.9883132,34.7876723
1,3.0,1,58.0,780000,7281,39,2,07,12,2014,31.9883132,34.7876723
1,3.0,1,58.0,675000,7281,39,2,15,09,2010,31.9883132,34.7876723
1,3.0,4,75.55,1270000,3936,236,11,14,05,2020,31.9599396,34.8081871
1,3.0,4,75.55,1012000,3936,236,11,18,06,2013,31.9599396,34.8081871
1,3.0,4,75.55,429000,3936,236,11,22,03,2004,31.9599396,34.8081871
1,3.0,1,67.27,1400000,3933,231,6,13,05,2020,31.9660844,34.8045062
1,3.0,1,67.27,1130000,3933,231,6,22,11,2013,31.9660844,34.8045062
1,3.0,1,65.08,1212000,3928,593,7,12,05,2020,31.9714156,34.7998394
1,3.0,1,65.08,662000,3928,593,7,15,04,2002,31.9714156,34.7998394
1,3.0,8,69.38,1800000,5183,38,30,11,05,2020,31.9653544,34.772387
1,3.0,8,69.38,1235000,5183,38,30,30,06,2010,31.9653544,34.772387
1,3.0,8,69.38,717000,5183,38,30,13,05,2001,31.9653544,34.772387
1,3.0,2,60.5,1290000,7282,185,7,11,05,2020,31.983257,34.7863023
1,3.0,2,60.5,510000,7282,185,7,09,06,2003,31.983257,34.7863023
1,3.0,7,63.7,1400000,3930,333,56,06,05,2020,31.9628321,34.8157791
1,3.0,7,63.7,1050000,3930,333,56,11,04,2014,31.9628321,34.8157791
1,3.0,7,63.7,955000,3930,333,56,27,10,2011,31.9628321,34.8157791
1,3.0,7,63.7,478000,3930,333,56,11,03,2007,31.9628321,34.8157791
1,3.0,4,60.0,1475000,3929,39,16,03,05,2020,31.96737359999999,34.8057929
1,3.0,4,60.0,840000,3929,39,16,10,12,2009,31.96737359999999,34.8057929
1,3.0,4,60.0,540000,3929,39,16,13,11,2008,31.96737359999999,34.8057929
1,3.0,4,60.0,470000,3929,39,16,06,06,2007,31.96737359999999,34.8057929
1,3.0,4,60.0,471000,3929,39,16,20,04,1999,31.96737359999999,34.8057929
1,3.0,2,66.02,1730000,5183,9,9,30,04,2020,31.9635526,34.7713026
1,3.0,2,66.02,1182000,5183,9,9,29,05,2013,31.9635526,34.7713026
1,3.0,3,64.8,1335000,7281,64,16,30,04,2020,31.9862598,34.7874877
1,3.0,3,64.8,775000,7281,64,16,04,11,2013,31.9862598,34.7874877
1,3.0,3,53.51,1210000,3936,232,15,27,04,2020,31.9609458,34.8071338
1,3.0,3,53.51,469000,3936,232,15,03,08,1999,31.9609458,34.8071338
1,3.0,4,65.07,1235000,3933,363,28,26,04,2020,31.9648132,34.8059302
1,3.0,4,65.07,1100000,3933,363,28,03,02,2014,31.9648132,34.8059302
1,3.0,2,100.31,2230000,3946,328,4,02,04,2020,31.9733545,34.7876938
1,3.0,2,100.31,2130000,3946,328,4,05,07,2017,31.9733545,34.7876938
1,3.0,2,100.31,1071000,3946,328,4,31,07,2007,31.9733545,34.7876938
1,3.0,2,69.88,1800000,5384,47,5,02,04,2020,31.9802323,34.7795045
1,3.0,2,69.88,1200000,5384,47,5,24,05,2012,31.9802323,34.7795045
1,3.0,2,60.9,1220000,3930,190,3,26,03,2020,31.9674943,34.8157349
1,3.0,2,60.9,890000,3930,190,3,06,02,2011,31.9674943,34.8157349
1,3.0,2,80.54,1630000,3926,451,4,22,03,2020,31.9620046,34.7975988
1,3.0,2,80.54,1207000,3926,451,4,28,02,2014,31.9620046,34.7975988
1,3.0,2,80.54,835000,3926,451,4,29,01,2009,31.9620046,34.7975988
1,3.0,1,78.4,1720000,5183,74,3,19,03,2020,31.9655252,34.7761786
1,3.0,1,78.4,1185000,5183,74,3,17,01,2012,31.9655252,34.7761786
