propery_type,rooms,foor,square_foot,price,sector,block,property,day,month,year,lat,lng
1,5.0,15,111.85,3400000,2717,36,56,14,04,2022,31.9730015,34.7925013
1,5.0,15,111.85,2570000,2717,36,56,19,11,2019,31.9730015,34.7925013
1,5.0,15,111.85,1450000,2717,36,56,23,10,2008,31.9730015,34.7925013
1,5.0,2,119.73,2830000,4746,8,7,13,04,2022,31.9730015,34.7925013
1,5.0,2,119.73,1730000,4746,8,7,06,11,2013,31.9730015,34.7925013
1,5.0,2,112.6,3120000,5116,96,8,10,04,2022,31.9730015,34.7925013
1,5.0,2,112.6,1650000,5116,96,8,04,06,2013,31.9730015,34.7925013
2,5.0,2,155.03,3200000,3929,940,4,06,04,2022,31.9730015,34.7925013
2,5.0,2,155.03,929000,3929,940,4,12,02,2007,31.9730015,34.7925013
1,5.0,5,110.86,2650000,3945,905,16,05,04,2022,31.9730015,34.7925013
1,5.0,5,110.86,1800000,3945,905,16,20,08,2015,31.9730015,34.7925013
1,5.0,8,149.66,2670000,3928,776,32,29,03,2022,31.9718548,34.8012746
1,5.0,8,149.66,1360000,3928,776,32,29,11,2009,31.9718548,34.8012746
1,5.0,8,149.66,1300000,3928,776,32,25,01,2009,31.9718548,34.8012746
1,5.0,4,106.1,2430000,3926,1164,14,28,03,2022,31.9604171,34.7945751
1,5.0,4,106.1,1790000,3926,1164,14,25,02,2016,31.9604171,34.7945751
1,5.0,4,106.1,825000,3926,1164,14,03,05,2004,31.9604171,34.7945751
1,7.0,0,195.4,4500000,6286,287,2,24,03,2022,31.9730015,34.7925013
1,7.0,0,195.4,1291000,6286,287,2,04,07,2007,31.9730015,34.7925013
1,6.0,1,110.79,2050000,3930,642,3,24,03,2022,31.9657613,34.8110704
1,6.0,1,110.79,1640000,3930,642,3,02,12,2014,31.9657613,34.8110704
1,5.0,6,95.06,3130000,5039,7,25,23,03,2022,31.972787,34.7784955
1,5.0,6,95.06,2500000,5039,7,25,20,02,2020,31.972787,34.7784955
1,5.0,12,108.0,3500000,5096,3,96,22,03,2022,31.9702129,34.7638585
1,5.0,12,108.0,1272000,5096,3,96,03,07,2002,31.9702129,34.7638585
1,5.0,6,105.0,2220000,3928,831,37,21,03,2022,31.9711659,34.8022205
1,5.0,6,105.0,1700000,3928,831,37,26,07,2016,31.9711659,34.8022205
1,5.0,9,145.4,5200000,6286,325,36,20,03,2022,31.97043219999999,34.82374190000001
1,5.0,9,145.4,2637000,6286,325,36,01,12,2015,31.97043219999999,34.82374190000001
1,5.0,9,145.4,2149000,6286,325,36,22,09,2011,31.97043219999999,34.82374190000001
1,5.0,3,125.6,2870000,5039,48,49,14,03,2022,31.9716847,34.7786081
1,5.0,3,125.6,2325000,5039,48,49,07,09,2020,31.9716847,34.7786081
1,5.0,1,113.54,2700000,3928,77,1,14,03,2022,31.9711446,34.8044784
1,5.0,1,113.54,927000,3928,77,1,14,02,2002,31.9711446,34.8044784
1,5.0,1,100.88,2000000,3939,308,4,14,03,2022,31.9703223,34.8161691
1,5.0,1,100.88,720000,3939,308,4,03,06,2002,31.9703223,34.8161691
1,5.0,4,101.23,1900000,3929,827,7,04,03,2022,31.9673073,34.8071908
1,5.0,4,101.23,1800000,3929,827,7,17,07,2019,31.9673073,34.8071908
1,5.0,4,101.23,1380000,3929,827,7,20,07,2012,31.9673073,34.8071908
1,5.0,4,101.23,750000,3929,827,7,26,08,2008,31.9673073,34.8071908
1,5.0,4,101.23,593000,3929,827,7,19,10,1998,31.9673073,34.8071908
1,6.0,4,143.09,2720000,3937,28,10,03,03,2022,31.9609929,34.8103432
1,6.0,4,143.09,1235000,3937,28,10,15,06,2008,31.9609929,34.8103432
1,5.0,1,118.28,2291000,3928,220,1,24,02,2022,31.9675101,34.80172
1,5.0,1,118.28,1200000,3928,220,1,28,07,2009,31.9675101,34.80172
1,5.0,9,169.96,3260000,3930,572,78,20,02,2022,31.9600797,34.8147527
1,5.0,9,169.96,1915000,3930,572,78,15,02,2013,31.9600797,34.8147527
2,7.0,1,269.1,5000000,5435,97,2,17,02,2022,31.9822411,34.7580278
2,7.0,1,269.1,3100000,5435,97,2,10,09,2013,31.9822411,34.7580278
1,5.0,1,125.6,2440000,6287,155,36,17,02,2022,31.9605324,34.8166117
1,5.0,1,125.6,1255000,6287,155,36,05,07,2009,31.9605324,34.8166117
1,5.0,5,108.43,1892000,5115,25,62,17,02,2022,31.9794639,34.776798
1,5.0,5,108.43,1180000,5115,25,62,01,04,2008,31.9794639,34.776798
1,6.0,2,145.6,4010000,4746,72,3,16,02,2022,31.9823329,34.7829245
1,6.0,2,145.6,1156000,4746,72,3,18,11,2003,31.9823329,34.7829245
1,5.0,4,113.0,2192000,3932,236,15,16,02,2022,31.96252339999999,34.8095891
1,5.0,4,113.0,2460000,3932,236,15,15,06,2019,31.96252339999999,34.8095891
1,5.0,4,113.0,627000,3932,236,15,18,05,2008,31.96252339999999,34.8095891
1,5.0,1,91.0,2070000,3929,85,2,14,02,2022,31.9688799,34.8113933
1,5.0,1,91.0,1170000,3929,85,2,06,07,2015,31.9688799,34.8113933
1,5.0,4,105.0,2180000,5037,29,36,09,02,2022,31.9870103,34.7871434
1,5.0,4,105.0,1900000,5037,29,36,22,04,2014,31.9870103,34.7871434
1,5.0,4,105.0,1220000,5037,29,36,29,03,2009,31.9870103,34.7871434
1,5.0,4,105.0,1300000,5037,29,36,22,06,2008,31.9870103,34.7871434
1,5.0,4,105.0,1068000,5037,29,36,13,10,1998,31.9870103,34.7871434
1,5.0,4,137.0,4026000,2704,55,580,09,02,2022,31.9969352,34.7372329
1,5.0,4,137.0,2305000,2704,55,580,19,08,2012,31.9969352,34.7372329
1,5.0,1,108.0,2580000,3926,967,17,01,02,2022,31.9570145,34.7975096
1,5.0,1,108.0,2400000,3926,967,17,30,12,2020,31.9570145,34.7975096
1,5.0,2,108.0,2650000,3926,967,22,01,02,2022,31.9570145,34.7975096
1,5.0,2,108.0,677000,3926,967,22,14,12,1999,31.9570145,34.7975096
1,5.0,1,111.16,2780000,6286,330,3,01,02,2022,31.9685832,34.8240741
1,5.0,1,111.16,1726000,6286,330,3,28,01,2013,31.9685832,34.8240741
1,5.0,5,128.9,2350000,6287,219,20,01,02,2022,31.9594181,34.8163927
1,5.0,5,128.9,1735000,6287,219,20,08,02,2016,31.9594181,34.8163927
1,5.0,3,121.3,2950000,2717,24,12,27,01,2022,31.9980184,34.7383201
1,5.0,3,121.3,1135000,2717,24,12,20,01,2004,31.9980184,34.7383201
1,5.0,5,125.05,3680000,3946,412,84,25,01,2022,31.9704546,34.778179
1,5.0,5,125.05,2860000,3946,412,84,10,03,2017,31.9704546,34.778179
1,5.0,4,115.45,2877000,6286,398,41,23,01,2022,31.9693064,34.8231191
1,5.0,4,115.45,1200000,6286,398,41,10,12,2012,31.9693064,34.8231191
1,5.0,4,115.45,1520000,6286,398,41,31,08,2010,31.9693064,34.8231191
1,5.0,4,115.24,2750000,6286,398,44,20,01,2022,31.9693064,34.8231191
1,5.0,4,115.24,1560000,6286,398,44,01,08,2012,31.9693064,34.8231191
1,5.0,4,115.24,1520000,6286,398,44,20,08,2010,31.9693064,34.8231191
1,5.0,4,131.4,2670000,6287,221,16,20,01,2022,31.9580055,34.8164181
1,5.0,4,131.4,1035000,6287,221,16,17,06,2001,31.9580055,34.8164181
1,5.0,6,111.61,2980000,6286,324,19,20,01,2022,31.9701748,34.8233926
1,5.0,6,111.61,1400000,6286,324,19,28,12,2009,31.9701748,34.8233926
1,5.0,9,138.54,3800000,3927,364,35,20,01,2022,31.97337589999999,34.793428
1,5.0,9,138.54,1400000,3927,364,35,23,01,2008,31.97337589999999,34.793428
1,5.0,17,114.29,3350000,2704,55,149,20,01,2022,31.9969352,34.7372329
1,5.0,17,114.29,2700000,2704,55,149,03,11,2017,31.9969352,34.7372329
1,5.0,17,114.29,1849000,2704,55,149,01,05,2008,31.9969352,34.7372329
1,5.0,2,120.2,2580000,6286,238,4,18,01,2022,31.964183,34.819535
1,5.0,2,120.2,2100000,6286,238,4,05,02,2020,31.964183,34.819535
1,5.0,2,120.2,1528000,6286,238,4,03,03,2010,31.964183,34.819535
3,5.0,2,108.2,3850000,5119,75,7,17,01,2022,31.9795593,34.7725133
3,5.0,2,108.2,2450000,5119,75,7,31,03,2016,31.9795593,34.7725133
3,5.0,2,108.2,800000,5119,75,7,22,07,2015,31.9795593,34.7725133
3,5.0,2,108.2,1479000,5119,75,7,02,07,2007,31.9795593,34.7725133
1,5.0,6,116.9,2650000,5114,35,109,16,01,2022,31.9771863,34.7711445
1,5.0,6,116.9,933000,5114,35,109,07,11,2001,31.9771863,34.7711445
1,5.0,2,122.98,2400000,5036,79,37,16,01,2022,31.9716681,34.78353630000001
1,5.0,2,122.98,835000,5036,79,37,18,01,2000,31.9716681,34.78353630000001
1,5.0,1,174.0,3435000,3945,578,3,13,01,2022,31.9686605,34.7987055
1,5.0,1,174.0,1375000,3945,578,3,26,08,2010,31.9686605,34.7987055
1,5.0,1,174.0,650000,3945,578,3,07,01,2007,31.9686605,34.7987055
2,5.0,0,200.0,3000000,4242,162,2,12,01,2022,31.9595894,34.8204916
2,5.0,0,200.0,1299000,4242,162,2,02,12,2019,31.9595894,34.8204916
1,5.0,4,109.5,3100000,5748,11,11,12,01,2022,31.9817066,34.7811035
1,5.0,4,109.5,1890000,5748,11,11,14,03,2012,31.9817066,34.7811035
1,5.0,4,104.93,2870000,3946,328,14,06,01,2022,31.9733545,34.7876938
1,5.0,4,104.93,1385000,3946,328,14,31,01,2008,31.9733545,34.7876938
1,5.0,3,140.8,3100000,6286,312,9,06,01,2022,31.9678764,34.8229523
1,5.0,3,140.8,1507000,6286,312,9,30,12,2010,31.9678764,34.8229523
1,5.0,3,117.45,3200000,3946,412,9,04,01,2022,31.9704546,34.778179
1,5.0,3,117.45,2730000,3946,412,9,24,10,2018,31.9704546,34.778179
1,5.0,3,117.45,2230000,3946,412,9,04,01,2014,31.9704546,34.778179
1,5.0,3,97.0,2200000,5037,29,84,04,01,2022,31.9959916,34.7388416
1,5.0,3,97.0,1730000,5037,29,84,04,08,2017,31.9959916,34.7388416
1,5.0,3,97.0,1415000,5037,29,84,05,11,2013,31.9959916,34.7388416
1,5.0,4,124.47,2230000,3939,175,9,02,01,2022,31.97159989999999,34.8122024
1,5.0,4,124.47,2230000,3939,175,9,22,06,2020,31.97159989999999,34.8122024
1,5.0,1,135.0,1800000,3939,290,17,30,12,2021,31.9705803,34.8142419
1,5.0,1,135.0,1590000,3939,290,17,12,11,2017,31.9705803,34.8142419
1,5.0,1,135.0,1100000,3939,290,17,29,12,2011,31.9705803,34.8142419
1,5.0,2,100.77,1845000,6286,156,5,27,12,2021,31.9647843,34.8229115
1,5.0,2,100.77,624000,6286,156,5,11,04,2005,31.9647843,34.8229115
1,6.0,12,122.38,3220000,4746,32,47,23,12,2021,31.9805375,34.7848116
1,6.0,12,122.38,2335000,4746,32,47,04,05,2015,31.9805375,34.7848116
1,6.0,12,122.38,1349000,4746,32,47,11,06,2007,31.9805375,34.7848116
1,5.0,3,123.73,2200000,3937,30,10,21,12,2021,31.95271139999999,34.8047735
1,5.0,3,123.73,1850000,3937,30,10,06,05,2019,31.95271139999999,34.8047735
1,6.0,6,134.6,3670000,6286,392,22,20,12,2021,31.9696247,34.8242656
1,6.0,6,134.6,2300000,6286,392,22,27,01,2013,31.9696247,34.8242656
1,5.0,5,125.25,2435000,6287,154,53,20,12,2021,31.9595101,34.8175798
1,5.0,5,125.25,1790000,6287,154,53,12,11,2014,31.9595101,34.8175798
1,6.0,2,124.32,3660000,5183,41,45,17,12,2021,31.9651196,34.7745283
1,6.0,2,124.32,2770000,5183,41,45,27,03,2017,31.9651196,34.7745283
1,6.0,2,124.32,1421000,5183,41,45,20,10,2003,31.9651196,34.7745283
1,5.0,3,87.0,1480000,4242,380,16,16,12,2021,31.9554886,34.8184096
1,5.0,3,112.0,3325000,5116,45,8,16,12,2021,31.9739634,34.77071129999999
1,5.0,3,112.0,1900000,5116,45,8,24,04,2012,31.9739634,34.77071129999999
1,5.0,3,112.0,1180000,5116,45,8,03,09,2006,31.9739634,34.77071129999999
1,5.0,5,122.69,3425000,7374,130,57,12,12,2021,31.9807437,34.8035089
1,5.0,5,122.69,1900000,7374,130,57,16,02,2010,31.9807437,34.8035089
1,5.0,1,114.58,1440000,3929,847,1,09,12,2021,31.9671894,34.80551519999999
1,5.0,1,114.58,1250000,3929,847,1,11,11,2009,31.9671894,34.80551519999999
1,5.0,1,114.58,900000,3929,847,1,25,06,2008,31.9671894,34.80551519999999
1,5.0,1,109.92,2390000,5114,41,2,09,12,2021,31.978532,34.772646
1,5.0,1,109.92,1044000,5114,41,2,03,05,2002,31.978532,34.772646
1,5.0,3,113.13,2665000,3937,258,6,09,12,2021,31.9730015,34.7925013
1,5.0,3,113.13,1110000,3937,258,6,06,09,2007,31.9730015,34.7925013
1,5.0,3,120.1,2485000,3930,572,7,09,12,2021,31.9606011,34.8151173
1,5.0,3,120.1,1125000,3930,572,7,31,01,2008,31.9606011,34.8151173
1,5.0,7,99.73,2080000,3930,429,21,02,12,2021,31.9609557,34.8154714
1,5.0,7,99.73,920000,3930,429,21,03,10,2008,31.9609557,34.8154714
1,5.0,1,99.82,1800000,3939,296,2,02,12,2021,31.9714265,34.8156551
1,5.0,1,99.82,1365000,3939,296,2,18,05,2015,31.9714265,34.8156551
1,5.0,0,117.28,3200000,5116,4,1,30,11,2021,31.974831,34.7751674
1,5.0,0,117.28,1103000,5116,4,1,22,02,2005,31.974831,34.7751674
1,5.0,7,116.9,2850000,5114,35,25,29,11,2021,31.9772758,34.7701874
1,5.0,7,116.9,1825000,5114,35,25,05,03,2012,31.9772758,34.7701874
1,5.0,7,116.9,949000,5114,35,25,21,01,2001,31.9772758,34.7701874
1,5.0,1,113.0,2150000,6286,149,17,28,11,2021,31.9653429,34.8222087
1,5.0,1,113.0,1520000,6286,149,17,27,07,2021,31.9653429,34.8222087
1,5.0,1,113.0,900000,6286,149,17,20,05,2012,31.9653429,34.8222087
1,5.0,1,113.0,510000,6286,149,17,15,08,2000,31.9653429,34.8222087
1,5.0,2,139.8,2900000,6286,325,46,27,11,2021,31.97043219999999,34.82374190000001
1,5.0,2,139.8,1615000,6286,325,46,18,05,2011,31.97043219999999,34.82374190000001
1,5.0,0,110.5,3050000,5038,2,33,26,11,2021,31.9760852,34.7809572
1,5.0,0,110.5,1850000,5038,2,33,05,05,2013,31.9760852,34.7809572
1,5.0,3,111.7,2150000,3925,491,16,26,11,2021,31.9575815,34.8036415
1,5.0,3,111.7,1470000,3925,491,16,18,02,2014,31.9575815,34.8036415
1,5.0,4,152.66,2900000,2717,5,20,25,11,2021,31.99744189999999,34.740602
1,5.0,4,152.66,1500000,2717,5,20,24,04,2012,31.99744189999999,34.740602
1,5.0,1,110.0,2170000,3939,139,2,25,11,2021,31.9723423,34.8088813
1,5.0,1,110.0,1850000,3939,139,2,05,07,2016,31.9723423,34.8088813
1,5.0,1,110.0,1330000,3939,139,2,04,02,2014,31.9723423,34.8088813
2,6.0,1,215.0,5000000,3628,177,2,25,11,2021,31.9766625,34.7994423
2,6.0,1,215.0,3650000,3628,177,2,16,05,2016,31.9766625,34.7994423
1,5.0,4,109.5,1900000,3939,309,15,23,11,2021,31.9699699,34.81605280000001
1,5.0,4,109.5,1765000,3939,309,15,05,11,2017,31.9699699,34.81605280000001
2,6.0,0,156.7,4350000,5384,20,1,23,11,2021,31.9816708,34.7787103
2,6.0,0,156.7,1761000,5384,20,1,23,12,2007,31.9816708,34.7787103
6,6.0,1,158.5,4100000,5029,60,4,23,11,2021,32.0001542,34.7473025
6,6.0,1,158.5,2200000,5029,60,4,20,05,2014,32.0001542,34.7473025
1,5.0,1,100.09,2100000,3932,264,3,22,11,2021,31.9622751,34.810258
1,5.0,1,100.09,1680000,3932,264,3,08,05,2017,31.9622751,34.810258
1,5.0,10,149.02,3310000,5114,41,39,19,11,2021,31.978532,34.772646
1,5.0,10,149.02,1930000,5114,41,39,17,08,2010,31.978532,34.772646
1,5.0,10,149.02,1730000,5114,41,39,03,05,2009,31.978532,34.772646
1,5.0,5,131.5,2665000,6287,221,17,17,11,2021,31.9580055,34.8164181
1,5.0,5,131.5,1090000,6287,221,17,19,11,2002,31.9580055,34.8164181
1,5.0,4,117.7,2800000,3926,134,7,16,11,2021,31.9637276,34.7937982
1,5.0,4,117.7,1890000,3926,134,7,15,10,2018,31.9637276,34.7937982
1,5.0,5,113.0,2500000,5039,37,20,15,11,2021,31.9729512,34.7769702
1,5.0,5,113.0,1925000,5039,37,20,04,01,2017,31.9729512,34.7769702
1,5.0,3,111.2,2315000,3939,129,7,12,11,2021,31.9730015,34.7925013
1,5.0,3,111.2,883000,3939,129,7,04,04,2007,31.9730015,34.7925013
1,5.0,1,109.1,2500000,5384,49,6,09,11,2021,31.9808122,34.7809116
1,5.0,1,109.1,2200000,5384,49,6,09,06,2016,31.9808122,34.7809116
1,5.0,1,109.1,1750000,5384,49,6,14,02,2011,31.9808122,34.7809116
1,5.0,1,109.1,796000,5384,49,6,10,05,1998,31.9808122,34.7809116
1,6.0,6,119.0,3160000,3929,869,16,09,11,2021,31.9710534,34.8099599
1,6.0,6,119.0,1620000,3929,869,16,20,07,2013,31.9710534,34.8099599
1,5.0,16,111.85,3000000,2717,36,57,08,11,2021,31.9730015,34.7925013
1,5.0,16,111.85,1370000,2717,36,57,24,01,2008,31.9730015,34.7925013
1,5.0,3,111.63,2470000,5183,35,12,07,11,2021,31.96430059999999,34.7716776
1,5.0,3,111.63,1315000,5183,35,12,25,03,2018,31.96430059999999,34.7716776
1,5.0,5,116.87,2500000,3926,1047,15,04,11,2021,31.9582333,34.7946333
1,5.0,5,116.87,990000,3926,1047,15,06,05,2007,31.9582333,34.7946333
1,5.0,2,118.35,2820000,5748,13,3,04,11,2021,31.9797285,34.7843716
1,5.0,2,118.35,1700000,5748,13,3,12,03,2013,31.9797285,34.7843716
1,5.0,6,115.58,2700000,3938,171,14,04,11,2021,31.9722597,34.8093139
1,5.0,6,115.58,2050000,3938,171,14,07,09,2016,31.9722597,34.8093139
1,5.0,1,120.0,1350000,6286,392,2,03,11,2021,31.9696247,34.8242656
1,5.0,1,120.0,1600000,6286,392,2,23,12,2012,31.9696247,34.8242656
1,5.0,1,120.0,1512000,6286,392,2,30,07,2012,31.9696247,34.8242656
1,5.0,10,115.3,2660000,5114,36,130,02,11,2021,31.9752171,34.770411
1,5.0,10,115.3,1580000,5114,36,130,09,05,2013,31.9752171,34.770411
1,5.0,10,115.3,1170000,5114,36,130,01,07,2007,31.9752171,34.770411
1,5.0,1,130.2,2650000,6286,329,4,31,10,2021,31.9698463,34.8247662
1,5.0,1,130.2,1660000,6286,329,4,27,08,2012,31.9698463,34.8247662
1,5.0,1,103.0,2345000,3926,1305,4,28,10,2021,31.964422,34.793986
1,5.0,1,103.0,1500000,3926,1305,4,31,07,2009,31.964422,34.793986
2,5.0,0,126.29,3350000,6288,97,4,25,10,2021,31.9495689,34.8108051
2,5.0,0,126.29,2950000,6288,97,4,28,02,2019,31.9495689,34.8108051
2,5.0,0,126.29,1700000,6288,97,4,08,09,2008,31.9495689,34.8108051
1,5.0,3,93.67,3125000,7281,153,7,25,10,2021,31.986885,34.7856643
1,5.0,3,93.67,1780000,7281,153,7,13,02,2018,31.986885,34.7856643
4,6.0,0,142.85,3880000,5115,14,2,24,10,2021,31.9790465,34.7744431
4,6.0,0,142.85,1314000,5115,14,2,09,11,2003,31.9790465,34.7744431
2,5.0,1,298.35,5000000,7375,111,2,24,10,2021,31.9789353,34.8078085
2,5.0,1,298.35,3394000,7375,111,2,10,01,2012,31.9789353,34.8078085
1,6.0,5,119.75,2650000,5036,114,38,21,10,2021,31.9708526,34.7804008
1,6.0,5,119.75,1029000,5036,114,38,24,10,2007,31.9708526,34.7804008
4,5.0,0,106.6,2380000,3929,972,2,21,10,2021,31.9675316,34.8140917
4,5.0,0,106.6,1649000,3929,972,2,24,11,2015,31.9675316,34.8140917
4,5.0,0,106.6,1200000,3929,972,2,01,04,2008,31.9675316,34.8140917
1,5.0,2,103.6,2330000,3930,590,4,21,10,2021,31.9611473,34.8149036
1,5.0,2,103.6,1250000,3930,590,4,03,05,2010,31.9611473,34.8149036
1,5.0,6,120.9,1229500,6287,220,58,19,10,2021,31.9581899,34.8165601
1,5.0,6,120.9,965000,6287,220,58,20,08,2001,31.9581899,34.8165601
1,5.0,9,106.0,2800000,5096,7,92,18,10,2021,31.9691218,34.7673615
1,5.0,9,106.0,2220000,5096,7,92,10,12,2015,31.9691218,34.7673615
1,5.0,9,106.0,1786000,5096,7,92,26,01,1999,31.9691218,34.7673615
1,6.0,0,154.74,3265000,3925,614,5,18,10,2021,31.9543331,34.8092051
1,6.0,0,154.74,1148000,3925,614,5,26,07,1999,31.9543331,34.8092051
1,5.0,1,88.0,1480000,7281,23,3,07,10,2021,31.986162,34.786353
1,5.0,1,88.0,450000,7281,23,3,20,08,2002,31.986162,34.786353
1,5.0,1,94.76,1860000,3929,1055,2,06,10,2021,31.9686407,34.8099126
1,5.0,1,94.76,1200000,3929,1055,2,23,06,2010,31.9686407,34.8099126
1,5.0,1,94.76,726000,3929,1055,2,21,03,2007,31.9686407,34.8099126
1,5.0,0,91.76,3300000,5387,38,2,04,10,2021,31.9651245,34.782294
1,5.0,0,91.76,1700000,5387,38,2,07,11,2010,31.9651245,34.782294
1,5.0,0,91.76,1033000,5387,38,2,21,06,2001,31.9651245,34.782294
1,5.0,5,109.36,2060000,6288,100,20,12,09,2021,31.9549912,34.8135641
1,5.0,5,109.36,812000,6288,100,20,31,07,2003,31.9549912,34.8135641
1,5.0,3,148.5,2300000,3929,1013,4,05,09,2021,31.9675046,34.8080577
1,5.0,3,148.5,1016000,3929,1013,4,26,04,2006,31.9675046,34.8080577
1,7.0,0,178.0,3600000,5386,62,4,02,09,2021,31.9799937,34.7603358
1,7.0,0,178.0,1480000,5386,62,4,27,10,2005,31.9799937,34.7603358
1,5.0,1,104.0,2180000,5039,24,19,02,09,2021,31.9733151,34.7805092
1,5.0,1,104.0,1600000,5039,24,19,25,08,2010,31.9733151,34.7805092
2,6.0,1,167.28,5102000,6287,94,2,02,09,2021,31.9572743,34.8134374
2,6.0,1,167.28,3085000,6287,94,2,14,06,2020,31.9572743,34.8134374
1,5.0,8,111.0,3055000,5096,7,32,29,08,2021,31.9694856,34.767574
1,5.0,8,111.0,1415000,5096,7,32,08,07,2007,31.9694856,34.767574
1,5.0,6,125.05,3550000,3946,412,22,29,08,2021,31.9704546,34.778179
1,5.0,6,125.05,2520000,3946,412,22,28,06,2015,31.9704546,34.778179
1,5.0,2,134.2,2995000,7373,54,6,26,08,2021,31.9837585,34.8042341
1,5.0,2,134.2,2570000,7373,54,6,18,11,2015,31.9837585,34.8042341
1,5.0,2,134.2,1611000,7373,54,6,10,01,2010,31.9837585,34.8042341
6,6.0,0,161.9,1850000,4242,452,1,23,08,2021,31.9758434,34.8152587
6,6.0,0,161.9,1510000,4242,452,1,24,02,2019,31.9758434,34.8152587
6,6.0,0,161.9,1410000,4242,452,1,24,02,2019,31.9758434,34.8152587
1,5.0,0,114.0,2495000,3926,954,14,18,08,2021,31.9588174,34.7960124
1,5.0,0,114.0,2400000,3926,954,14,08,02,2017,31.9588174,34.7960124
1,5.0,0,114.0,1743000,3926,954,14,02,12,2015,31.9588174,34.7960124
1,5.0,0,114.0,1720000,3926,954,14,17,11,2015,31.9588174,34.7960124
1,5.0,0,114.0,1650000,3926,954,14,28,06,2015,31.9588174,34.7960124
1,5.0,0,114.0,1526000,3926,954,14,20,05,2015,31.9588174,34.7960124
1,5.0,1,126.2,2500000,3946,411,69,17,08,2021,31.9695903,34.779143
1,5.0,1,126.2,2220000,3946,411,69,02,02,2015,31.9695903,34.779143
1,5.0,4,97.64,2070000,3929,518,7,15,08,2021,31.9671973,34.810904
1,5.0,4,97.64,1175000,3929,518,7,25,08,2009,31.9671973,34.810904
1,5.0,4,97.64,808000,3929,518,7,17,08,2003,31.9671973,34.810904
1,5.0,7,121.0,3540000,2704,55,539,12,08,2021,31.9965648,34.7357053
1,5.0,7,121.0,1884314,2704,55,539,19,02,2013,31.9965648,34.7357053
1,5.0,7,121.0,2215000,2704,55,539,05,07,2010,31.9965648,34.7357053
1,5.0,1,114.05,2200000,3929,847,2,11,08,2021,31.9671894,34.80551519999999
1,5.0,1,114.05,767000,3929,847,2,03,09,1998,31.9671894,34.80551519999999
2,8.0,0,176.97,3130000,3930,515,2,11,08,2021,31.9678789,34.8195724
2,8.0,0,176.97,1394000,3930,515,2,22,07,2007,31.9678789,34.8195724
1,6.0,6,144.0,3500000,3946,412,86,10,08,2021,31.9704546,34.778179
1,6.0,6,144.0,2735000,3946,412,86,29,12,2016,31.9704546,34.778179
1,6.0,6,144.0,2860000,3946,412,86,28,05,2016,31.9704546,34.778179
4,5.0,1,146.0,3200000,5039,48,0,08,08,2021,31.9716833,34.7782224
4,5.0,1,146.0,2800000,5039,48,0,05,02,2019,31.9716833,34.7782224
4,5.0,1,146.0,2400000,5039,48,0,23,07,2015,31.9716833,34.7782224
4,5.0,1,146.0,1137000,5039,48,0,27,02,2003,31.9716833,34.7782224
4,5.0,1,146.0,1118000,5039,48,0,10,09,2002,31.9716833,34.7782224
4,5.0,3,120.0,1550000,7374,99,1,06,08,2021,31.98138969999999,34.8029875
4,5.0,3,120.0,2200000,7374,99,1,17,06,2010,31.98138969999999,34.8029875
4,5.0,3,120.0,1895000,7374,99,1,11,01,2010,31.98138969999999,34.8029875
1,5.0,1,120.0,2920000,3927,360,47,05,08,2021,31.972721,34.796999
1,5.0,1,120.0,2080000,3927,360,47,28,01,2016,31.972721,34.796999
1,6.0,9,165.87,3800000,6286,326,35,04,08,2021,31.9730015,34.7925013
1,6.0,9,165.87,3105000,6286,326,35,25,02,2016,31.9730015,34.7925013
4,5.0,0,154.84,3170000,6823,180,8,02,08,2021,31.986924,34.7842114
4,5.0,0,154.84,2040000,6823,180,8,16,07,2014,31.986924,34.7842114
4,5.0,0,154.84,1199000,6823,180,8,25,08,2006,31.986924,34.7842114
4,5.0,0,154.84,1185000,6823,180,8,23,01,2002,31.986924,34.7842114
1,5.0,6,114.36,2600000,6287,312,23,02,08,2021,31.9578576,34.8175235
1,5.0,6,114.36,2250000,6287,312,23,04,11,2016,31.9578576,34.8175235
2,6.0,0,145.81,3550000,4243,397,2,01,08,2021,31.9574823,34.8283751
2,6.0,0,145.81,2150000,4243,397,2,05,04,2012,31.9574823,34.8283751
2,6.0,0,145.81,1212000,4243,397,2,03,05,2002,31.9574823,34.8283751
2,5.0,0,167.0,3800000,5386,91,2,29,07,2021,31.9805066,34.7619661
2,5.0,0,167.0,1245000,5386,91,2,11,05,2000,31.9805066,34.7619661
1,5.0,20,160.76,5300000,2704,55,321,28,07,2021,31.9969352,34.7372329
1,5.0,20,160.76,4980000,2704,55,321,02,11,2012,31.9969352,34.7372329
1,5.0,20,160.76,3725000,2704,55,321,27,06,2010,31.9969352,34.7372329
1,5.0,1,99.0,2410000,5388,47,4,27,07,2021,31.9636525,34.779376
1,5.0,1,99.0,1585000,5388,47,4,11,12,2014,31.9636525,34.779376
1,5.0,5,119.56,2725000,5116,24,60,26,07,2021,31.9745915,34.7738313
1,5.0,5,119.56,2150000,5116,24,60,20,01,2016,31.9745915,34.7738313
1,5.0,8,88.1,1100000,4746,6,24,25,07,2021,31.9837646,34.7815524
1,5.0,8,88.1,1875000,4746,6,24,19,04,2016,31.9837646,34.7815524
1,5.0,8,88.1,753000,4746,6,24,09,04,1998,31.9837646,34.7815524
