Unnamed: 0,חדרים,"מ""ר",סכום,גוש,חלקה,נכס,שנה
1,5.0,111.85,3400000,2717,36,56,2022
2,5.0,111.85,2570000,2717,36,56,2019
3,5.0,111.85,1450000,2717,36,56,2008
4,5.0,119.73,2830000,4746,8,7,2022
5,5.0,119.73,1730000,4746,8,7,2013
6,5.0,112.6,3120000,5116,96,8,2022
7,5.0,112.6,1650000,5116,96,8,2013
8,5.0,155.03,3200000,3929,940,4,2022
9,5.0,155.03,929000,3929,940,4,2007
11,5.0,110.86,2650000,3945,905,16,2022
12,5.0,110.86,1800000,3945,905,16,2015
15,5.0,149.66,2670000,3928,776,32,2022
16,5.0,149.66,1360000,3928,776,32,2009
17,5.0,149.66,1300000,3928,776,32,2009
19,5.0,106.1,2430000,3926,1164,14,2022
20,5.0,106.1,1790000,3926,1164,14,2016
21,5.0,106.1,825000,3926,1164,14,2004
25,7.0,195.4,4500000,6286,287,2,2022
26,7.0,195.4,1291000,6286,287,2,2007
28,6.0,110.79,2050000,3930,642,3,2022
29,6.0,110.79,1640000,3930,642,3,2014
30,5.0,95.06,3130000,5039,7,25,2022
31,5.0,95.06,2500000,5039,7,25,2020
33,5.0,108.0,3500000,5096,3,96,2022
34,5.0,108.0,1272000,5096,3,96,2002
35,5.0,105.0,2220000,3928,831,37,2022
36,5.0,105.0,1700000,3928,831,37,2016
37,5.0,145.4,5200000,6286,325,36,2022
38,5.0,145.4,2637000,6286,325,36,2015
39,5.0,145.4,2149000,6286,325,36,2011
43,5.0,125.6,2870000,5039,48,49,2022
44,5.0,125.6,2325000,5039,48,49,2020
46,5.0,113.54,2700000,3928,77,1,2022
47,5.0,113.54,927000,3928,77,1,2002
48,5.0,100.88,2000000,3939,308,4,2022
49,5.0,100.88,720000,3939,308,4,2002
60,5.0,101.23,1900000,3929,827,7,2022
61,5.0,101.23,1800000,3929,827,7,2019
62,5.0,101.23,1380000,3929,827,7,2012
63,5.0,101.23,750000,3929,827,7,2008
64,5.0,101.23,593000,3929,827,7,1998
66,6.0,143.09,2720000,3937,28,10,2022
67,6.0,143.09,1235000,3937,28,10,2008
81,5.0,118.28,2291000,3928,220,1,2022
82,5.0,118.28,1200000,3928,220,1,2009
88,5.0,169.96,3260000,3930,572,78,2022
89,5.0,169.96,1915000,3930,572,78,2013
91,7.0,269.1,5000000,5435,97,2,2022
92,7.0,269.1,3100000,5435,97,2,2013
94,5.0,125.6,2440000,6287,155,36,2022
95,5.0,125.6,1255000,6287,155,36,2009
97,5.0,108.43,1892000,5115,25,62,2022
98,5.0,108.43,1180000,5115,25,62,2008
101,6.0,145.6,4010000,4746,72,3,2022
102,6.0,145.6,1156000,4746,72,3,2003
103,5.0,113.0,2192000,3932,236,15,2022
104,5.0,113.0,2460000,3932,236,15,2019
105,5.0,113.0,627000,3932,236,15,2008
109,5.0,91.0,2070000,3929,85,2,2022
110,5.0,91.0,1170000,3929,85,2,2015
115,5.0,105.0,2180000,5037,29,36,2022
116,5.0,105.0,1900000,5037,29,36,2014
117,5.0,105.0,1220000,5037,29,36,2009
118,5.0,105.0,1300000,5037,29,36,2008
119,5.0,105.0,1068000,5037,29,36,1998
120,5.0,137.0,4026000,2704,55,580,2022
121,5.0,137.0,2305000,2704,55,580,2012
130,5.0,108.0,2580000,3926,967,17,2022
131,5.0,108.0,2400000,3926,967,17,2020
133,5.0,108.0,2650000,3926,967,22,2022
134,5.0,108.0,677000,3926,967,22,1999
136,5.0,111.16,2780000,6286,330,3,2022
137,5.0,111.16,1726000,6286,330,3,2013
141,5.0,128.9,2350000,6287,219,20,2022
142,5.0,128.9,1735000,6287,219,20,2016
147,5.0,121.3,2950000,2717,24,12,2022
148,5.0,121.3,1135000,2717,24,12,2004
152,5.0,125.05,3680000,3946,412,84,2022
153,5.0,125.05,2860000,3946,412,84,2017
157,5.0,115.45,2877000,6286,398,41,2022
158,5.0,115.45,1200000,6286,398,41,2012
159,5.0,115.45,1520000,6286,398,41,2010
161,5.0,115.24,2750000,6286,398,44,2022
162,5.0,115.24,1560000,6286,398,44,2012
163,5.0,115.24,1520000,6286,398,44,2010
164,5.0,131.4,2670000,6287,221,16,2022
165,5.0,131.4,1035000,6287,221,16,2001
166,5.0,111.61,2980000,6286,324,19,2022
167,5.0,111.61,1400000,6286,324,19,2009
168,5.0,138.54,3800000,3927,364,35,2022
169,5.0,138.54,1400000,3927,364,35,2008
170,5.0,114.29,3350000,2704,55,149,2022
171,5.0,114.29,2700000,2704,55,149,2017
172,5.0,114.29,1849000,2704,55,149,2008
176,5.0,120.2,2580000,6286,238,4,2022
177,5.0,120.2,2100000,6286,238,4,2020
178,5.0,120.2,1528000,6286,238,4,2010
182,5.0,108.2,3850000,5119,75,7,2022
183,5.0,108.2,2450000,5119,75,7,2016
184,5.0,108.2,800000,5119,75,7,2015
185,5.0,108.2,1479000,5119,75,7,2007
188,5.0,116.9,2650000,5114,35,109,2022
189,5.0,116.9,933000,5114,35,109,2001
190,5.0,122.98,2400000,5036,79,37,2022
191,5.0,122.98,835000,5036,79,37,2000
193,5.0,174.0,3435000,3945,578,3,2022
194,5.0,174.0,1375000,3945,578,3,2010
195,5.0,174.0,650000,3945,578,3,2007
198,5.0,200.0,3000000,4242,162,2,2022
199,5.0,200.0,1299000,4242,162,2,2019
203,5.0,109.5,3100000,5748,11,11,2022
204,5.0,109.5,1890000,5748,11,11,2012
206,5.0,104.93,2870000,3946,328,14,2022
207,5.0,104.93,1385000,3946,328,14,2008
208,5.0,140.8,3100000,6286,312,9,2022
209,5.0,140.8,1507000,6286,312,9,2010
212,5.0,117.45,3200000,3946,412,9,2022
213,5.0,117.45,2730000,3946,412,9,2018
214,5.0,117.45,2230000,3946,412,9,2014
216,5.0,97.0,2200000,5037,29,84,2022
217,5.0,97.0,1730000,5037,29,84,2017
218,5.0,97.0,1415000,5037,29,84,2013
227,5.0,124.47,2230000,3939,175,9,2022
228,5.0,124.47,2230000,3939,175,9,2020
229,5.0,135.0,1800000,3939,290,17,2021
230,5.0,135.0,1590000,3939,290,17,2017
231,5.0,135.0,1100000,3939,290,17,2011
239,5.0,100.77,1845000,6286,156,5,2021
240,5.0,100.77,624000,6286,156,5,2005
248,6.0,122.38,3220000,4746,32,47,2021
249,6.0,122.38,2335000,4746,32,47,2015
250,6.0,122.38,1349000,4746,32,47,2007
254,5.0,123.73,2200000,3937,30,10,2021
255,5.0,123.73,1850000,3937,30,10,2019
257,6.0,134.6,3670000,6286,392,22,2021
258,6.0,134.6,2300000,6286,392,22,2013
259,5.0,125.25,2435000,6287,154,53,2021
260,5.0,125.25,1790000,6287,154,53,2014
267,6.0,124.32,3660000,5183,41,45,2021
268,6.0,124.32,2770000,5183,41,45,2017
269,6.0,124.32,1421000,5183,41,45,2003
274,5.0,87.0,1480000,4242,380,16,2021
276,5.0,112.0,3325000,5116,45,8,2021
277,5.0,112.0,1900000,5116,45,8,2012
278,5.0,112.0,1180000,5116,45,8,2006
289,5.0,122.69,3425000,7374,130,57,2021
290,5.0,122.69,1900000,7374,130,57,2010
293,5.0,114.58,1440000,3929,847,1,2021
294,5.0,114.58,1250000,3929,847,1,2009
295,5.0,114.58,900000,3929,847,1,2008
297,5.0,109.92,2390000,5114,41,2,2021
298,5.0,109.92,1044000,5114,41,2,2002
299,5.0,113.13,2665000,3937,258,6,2021
300,5.0,113.13,1110000,3937,258,6,2007
301,5.0,120.1,2485000,3930,572,7,2021
302,5.0,120.1,1125000,3930,572,7,2008
315,5.0,99.73,2080000,3930,429,21,2021
316,5.0,99.73,920000,3930,429,21,2008
317,5.0,99.82,1800000,3939,296,2,2021
318,5.0,99.82,1365000,3939,296,2,2015
323,5.0,117.28,3200000,5116,4,1,2021
324,5.0,117.28,1103000,5116,4,1,2005
326,5.0,116.9,2850000,5114,35,25,2021
327,5.0,116.9,1825000,5114,35,25,2012
328,5.0,116.9,949000,5114,35,25,2001
333,5.0,113.0,2150000,6286,149,17,2021
334,5.0,113.0,1520000,6286,149,17,2021
335,5.0,113.0,900000,6286,149,17,2012
336,5.0,113.0,510000,6286,149,17,2000
339,5.0,139.8,2900000,6286,325,46,2021
340,5.0,139.8,1615000,6286,325,46,2011
341,5.0,110.5,3050000,5038,2,33,2021
342,5.0,110.5,1850000,5038,2,33,2013
345,5.0,111.7,2150000,3925,491,16,2021
346,5.0,111.7,1470000,3925,491,16,2014
347,5.0,152.66,2900000,2717,5,20,2021
348,5.0,152.66,1500000,2717,5,20,2012
350,5.0,110.0,2170000,3939,139,2,2021
351,5.0,110.0,1850000,3939,139,2,2016
352,5.0,110.0,1330000,3939,139,2,2014
353,6.0,215.0,5000000,3628,177,2,2021
354,6.0,215.0,3650000,3628,177,2,2016
360,5.0,109.5,1900000,3939,309,15,2021
361,5.0,109.5,1765000,3939,309,15,2017
362,6.0,156.7,4350000,5384,20,1,2021
363,6.0,156.7,1761000,5384,20,1,2007
364,6.0,158.5,4100000,5029,60,4,2021
365,6.0,158.5,2200000,5029,60,4,2014
366,5.0,100.09,2100000,3932,264,3,2021
367,5.0,100.09,1680000,3932,264,3,2017
370,5.0,149.02,3310000,5114,41,39,2021
371,5.0,149.02,1930000,5114,41,39,2010
372,5.0,149.02,1730000,5114,41,39,2009
381,5.0,131.5,2665000,6287,221,17,2021
382,5.0,131.5,1090000,6287,221,17,2002
384,5.0,117.7,2800000,3926,134,7,2021
385,5.0,117.7,1890000,3926,134,7,2018
389,5.0,113.0,2500000,5039,37,20,2021
390,5.0,113.0,1925000,5039,37,20,2017
391,5.0,111.2,2315000,3939,129,7,2021
392,5.0,111.2,883000,3939,129,7,2007
398,5.0,109.1,2500000,5384,49,6,2021
399,5.0,109.1,2200000,5384,49,6,2016
400,5.0,109.1,1750000,5384,49,6,2011
401,5.0,109.1,796000,5384,49,6,1998
402,6.0,119.0,3160000,3929,869,16,2021
403,6.0,119.0,1620000,3929,869,16,2013
406,5.0,111.85,3000000,2717,36,57,2021
407,5.0,111.85,1370000,2717,36,57,2008
416,5.0,111.63,2470000,5183,35,12,2021
417,5.0,111.63,1315000,5183,35,12,2018
425,5.0,116.87,2500000,3926,1047,15,2021
426,5.0,116.87,990000,3926,1047,15,2007
427,5.0,118.35,2820000,5748,13,3,2021
428,5.0,118.35,1700000,5748,13,3,2013
429,5.0,115.58,2700000,3938,171,14,2021
430,5.0,115.58,2050000,3938,171,14,2016
434,5.0,120.0,1350000,6286,392,2,2021
435,5.0,120.0,1600000,6286,392,2,2012
436,5.0,120.0,1512000,6286,392,2,2012
441,5.0,115.3,2660000,5114,36,130,2021
442,5.0,115.3,1580000,5114,36,130,2013
443,5.0,115.3,1170000,5114,36,130,2007
444,5.0,130.2,2650000,6286,329,4,2021
445,5.0,130.2,1660000,6286,329,4,2012
453,5.0,103.0,2345000,3926,1305,4,2021
454,5.0,103.0,1500000,3926,1305,4,2009
466,5.0,126.29,3350000,6288,97,4,2021
467,5.0,126.29,2950000,6288,97,4,2019
468,5.0,126.29,1700000,6288,97,4,2008
471,5.0,93.67,3125000,7281,153,7,2021
472,5.0,93.67,1780000,7281,153,7,2018
474,6.0,142.85,3880000,5115,14,2,2021
475,6.0,142.85,1314000,5115,14,2,2003
476,5.0,298.35,5000000,7375,111,2,2021
477,5.0,298.35,3394000,7375,111,2,2012
484,6.0,119.75,2650000,5036,114,38,2021
485,6.0,119.75,1029000,5036,114,38,2007
486,5.0,106.6,2380000,3929,972,2,2021
487,5.0,106.6,1649000,3929,972,2,2015
488,5.0,106.6,1200000,3929,972,2,2008
489,5.0,103.6,2330000,3930,590,4,2021
490,5.0,103.6,1250000,3930,590,4,2010
498,5.0,120.9,1229500,6287,220,58,2021
499,5.0,120.9,965000,6287,220,58,2001
506,5.0,106.0,2800000,5096,7,92,2021
507,5.0,106.0,2220000,5096,7,92,2015
508,5.0,106.0,1786000,5096,7,92,1999
509,6.0,154.74,3265000,3925,614,5,2021
510,6.0,154.74,1148000,3925,614,5,1999
535,5.0,88.0,1480000,7281,23,3,2021
536,5.0,88.0,450000,7281,23,3,2002
538,5.0,94.76,1860000,3929,1055,2,2021
539,5.0,94.76,1200000,3929,1055,2,2010
540,5.0,94.76,726000,3929,1055,2,2007
543,5.0,91.76,3300000,5387,38,2,2021
544,5.0,91.76,1700000,5387,38,2,2010
545,5.0,91.76,1033000,5387,38,2,2001
564,5.0,109.36,2060000,6288,100,20,2021
565,5.0,109.36,812000,6288,100,20,2003
571,5.0,148.5,2300000,3929,1013,4,2021
572,5.0,148.5,1016000,3929,1013,4,2006
577,7.0,178.0,3600000,5386,62,4,2021
578,7.0,178.0,1480000,5386,62,4,2005
579,5.0,104.0,2180000,5039,24,19,2021
580,5.0,104.0,1600000,5039,24,19,2010
581,6.0,167.28,5102000,6287,94,2,2021
582,6.0,167.28,3085000,6287,94,2,2020
597,5.0,111.0,3055000,5096,7,32,2021
598,5.0,111.0,1415000,5096,7,32,2007
599,5.0,125.05,3550000,3946,412,22,2021
600,5.0,125.05,2520000,3946,412,22,2015
608,5.0,134.2,2995000,7373,54,6,2021
609,5.0,134.2,2570000,7373,54,6,2015
610,5.0,134.2,1611000,7373,54,6,2010
618,6.0,161.9,1850000,4242,452,1,2021
619,6.0,161.9,1510000,4242,452,1,2019
620,6.0,161.9,1410000,4242,452,1,2019
633,5.0,114.0,2495000,3926,954,14,2021
634,5.0,114.0,2400000,3926,954,14,2017
635,5.0,114.0,1743000,3926,954,14,2015
636,5.0,114.0,1720000,3926,954,14,2015
637,5.0,114.0,1650000,3926,954,14,2015
638,5.0,114.0,1526000,3926,954,14,2015
639,5.0,126.2,2500000,3946,411,69,2021
640,5.0,126.2,2220000,3946,411,69,2015
650,5.0,97.64,2070000,3929,518,7,2021
651,5.0,97.64,1175000,3929,518,7,2009
652,5.0,97.64,808000,3929,518,7,2003
658,5.0,121.0,3540000,2704,55,539,2021
659,5.0,121.0,1884314,2704,55,539,2013
660,5.0,121.0,2215000,2704,55,539,2010
662,5.0,114.05,2200000,3929,847,2,2021
663,5.0,114.05,767000,3929,847,2,1998
664,8.0,176.97,3130000,3930,515,2,2021
665,8.0,176.97,1394000,3930,515,2,2007
672,6.0,144.0,3500000,3946,412,86,2021
673,6.0,144.0,2735000,3946,412,86,2016
674,6.0,144.0,2860000,3946,412,86,2016
690,5.0,146.0,3200000,5039,48,0,2021
691,5.0,146.0,2800000,5039,48,0,2019
692,5.0,146.0,2400000,5039,48,0,2015
693,5.0,146.0,1137000,5039,48,0,2003
694,5.0,146.0,1118000,5039,48,0,2002
704,5.0,120.0,1550000,7374,99,1,2021
705,5.0,120.0,2200000,7374,99,1,2010
706,5.0,120.0,1895000,7374,99,1,2010
708,5.0,120.0,2920000,3927,360,47,2021
709,5.0,120.0,2080000,3927,360,47,2016
712,6.0,165.87,3800000,6286,326,35,2021
713,6.0,165.87,3105000,6286,326,35,2016
720,5.0,154.84,3170000,6823,180,8,2021
721,5.0,154.84,2040000,6823,180,8,2014
722,5.0,154.84,1199000,6823,180,8,2006
723,5.0,154.84,1185000,6823,180,8,2002
724,5.0,114.36,2600000,6287,312,23,2021
725,5.0,114.36,2250000,6287,312,23,2016
732,6.0,145.81,3550000,4243,397,2,2021
733,6.0,145.81,2150000,4243,397,2,2012
734,6.0,145.81,1212000,4243,397,2,2002
742,5.0,167.0,3800000,5386,91,2,2021
743,5.0,167.0,1245000,5386,91,2,2000
748,5.0,160.76,5300000,2704,55,321,2021
749,5.0,160.76,4980000,2704,55,321,2012
750,5.0,160.76,3725000,2704,55,321,2010
757,5.0,99.0,2410000,5388,47,4,2021
758,5.0,99.0,1585000,5388,47,4,2014
762,5.0,119.56,2725000,5116,24,60,2021
763,5.0,119.56,2150000,5116,24,60,2016
766,5.0,88.1,1100000,4746,6,24,2021
767,5.0,88.1,1875000,4746,6,24,2016
768,5.0,88.1,753000,4746,6,24,1998
769,5.0,112.93,2535000,5115,32,81,2021
770,5.0,112.93,1800000,5115,32,81,2009
771,5.0,120.9,2390000,6287,220,20,2021
772,5.0,120.9,1500000,6287,220,20,2012
778,5.0,120.88,2605000,4246,202,26,2021
779,5.0,120.88,1420000,4246,202,26,2010
780,5.0,112.45,1960000,3926,1207,7,2021
781,5.0,112.45,844000,3926,1207,7,2004
782,5.0,154.43,3275000,5389,19,17,2021
783,5.0,154.43,2740000,5389,19,17,2016
784,5.0,102.3,3080000,5183,73,1,2021
785,5.0,102.3,2190000,5183,73,1,2016
789,5.0,110.0,1850000,3939,139,1,2021
790,5.0,110.0,777000,3939,139,1,2004
791,5.0,201.0,6200000,3629,249,1,2021
792,5.0,201.0,3500000,3629,249,1,2013
793,5.0,201.0,3500000,3629,249,1,2013
799,6.0,141.8,1800000,3938,44,4,2021
800,6.0,141.8,1800000,3938,44,4,2013
801,6.0,141.8,1134000,3938,44,4,2004
802,5.0,120.88,3100000,7373,75,24,2021
803,5.0,120.88,2156000,7373,75,24,2012
804,5.0,105.0,1870000,3928,831,71,2021
805,5.0,105.0,1440000,3928,831,71,2014
812,5.0,84.35,1780000,3926,611,8,2021
813,5.0,84.35,1180000,3926,611,8,2009
814,5.0,84.35,678000,3926,611,8,1999
820,6.0,244.0,5600000,5119,46,1,2021
821,6.0,244.0,2486000,5119,46,1,2007
836,5.0,115.8,2240000,6286,268,5,2021
837,5.0,115.8,1400000,6286,268,5,2011
838,5.0,115.8,815000,6286,268,5,2000
843,6.0,144.13,3850000,4747,3,1,2021
844,6.0,144.13,2800000,4747,3,1,2016
849,5.0,111.0,2580000,5114,34,74,2021
850,5.0,111.0,1066000,5114,34,74,2007
851,5.0,111.0,894000,5114,34,74,1998
852,6.0,154.84,2750000,6823,178,3,2021
853,6.0,154.84,1305000,6823,178,3,2008
854,6.0,156.0,3200000,2717,16,11,2021
855,6.0,156.0,2650000,2717,16,11,2014
856,6.0,156.0,2800000,2717,16,11,2011
857,5.0,109.5,2700000,5748,11,32,2021
858,5.0,109.5,2010000,5748,11,32,2011
859,5.0,98.0,2070000,3926,876,9,2021
860,5.0,98.0,1368000,3926,876,9,2016
865,5.0,98.1,1570000,3939,296,28,2021
866,5.0,98.1,589000,3939,296,28,2004
868,5.0,126.38,3400000,3926,675,20,2021
869,5.0,126.38,2200000,3926,675,20,2014
870,5.0,139.88,3660000,3927,364,26,2021
871,5.0,139.88,2350000,3927,364,26,2010
872,5.0,139.88,1540000,3927,364,26,2007
891,6.0,138.85,2630000,3939,501,126,2021
892,6.0,138.85,913000,3939,501,126,2001
899,5.0,132.0,2775000,7374,102,14,2021
900,5.0,132.0,2150000,7374,102,14,2015
901,5.0,132.0,1536000,7374,102,14,2009
902,6.0,227.95,5100000,7373,33,2,2021
903,6.0,227.95,2900000,7373,33,2,2011
904,5.0,133.11,2800000,5036,157,30,2021
905,5.0,133.11,1883000,5036,157,30,2014
906,5.0,105.64,2070000,3926,675,12,2021
907,5.0,105.64,1820000,3926,675,12,2016
914,5.0,125.2,2620000,3926,161,4,2021
915,5.0,125.2,970000,3926,161,4,2003
923,5.0,126.73,2450000,3945,703,23,2021
924,5.0,126.73,875000,3945,703,23,1998
925,6.0,164.26,3600000,6286,324,1,2021
926,6.0,164.26,1968000,6286,324,1,2010
927,6.0,164.26,1714000,6286,324,1,2009
928,5.0,132.0,2740000,6286,399,11,2021
929,5.0,132.0,1780000,6286,399,11,2013
934,5.0,110.0,2100000,3939,139,9,2021
935,5.0,110.0,1025000,3939,139,9,2008
953,7.0,241.77,2850000,2717,5,4,2021
954,7.0,241.77,2200000,2717,5,4,2016
957,5.0,112.16,2825000,6286,324,24,2021
958,5.0,112.16,1505000,6286,324,24,2010
974,5.0,267.41,3190000,4242,565,2,2021
975,5.0,267.41,3100000,4242,565,2,2019
984,5.0,116.5,2700000,6286,398,53,2021
985,5.0,116.5,1574000,6286,398,53,2010
986,5.0,139.0,3330000,6286,332,21,2021
987,5.0,139.0,1865000,6286,332,21,2011
994,5.0,127.3,3100000,5183,36,47,2021
995,5.0,127.3,2480000,5183,36,47,2015
996,5.0,127.3,1285000,5183,36,47,2002
997,6.0,136.78,2330000,3928,438,2,2021
998,6.0,136.78,950000,3928,438,2,2007
1011,5.0,126.96,2395000,3937,268,1,2021
1012,5.0,126.96,1180000,3937,268,1,2008
1013,5.0,96.0,1930000,5038,11,32,2021
1014,5.0,96.0,1555000,5038,11,32,2011
1031,5.0,99.17,2250000,3945,533,10,2021
1032,5.0,99.17,1000000,3945,533,10,2009
1035,6.0,119.0,2820000,5115,31,56,2021
1036,6.0,119.0,2025000,5115,31,56,2015
1041,5.0,121.9,2350000,5114,36,85,2021
1042,5.0,121.9,2035000,5114,36,85,2014
1043,5.0,121.9,1290000,5114,36,85,2008
1056,5.0,104.6,1845000,6287,222,73,2021
1057,5.0,104.6,1540000,6287,222,73,2015
1058,5.0,104.6,793000,6287,222,73,2001
1065,6.0,205.3,3750000,3938,166,1,2021
1066,6.0,205.3,2110000,3938,166,1,2010
1071,5.0,120.09,2010000,3945,718,58,2021
1072,5.0,120.09,904000,3945,718,58,2006
1079,5.0,109.92,2570000,5114,41,30,2021
1080,5.0,109.92,730000,5114,41,30,1998
1081,5.0,108.43,2240000,5115,25,50,2021
1082,5.0,108.43,993000,5115,25,50,2002
1083,7.0,219.6,4700000,5099,11,1,2021
1084,7.0,219.6,1814000,5099,11,1,2007
1087,5.0,125.25,2000000,6287,154,4,2021
1088,5.0,125.25,701000,6287,154,4,2004
1089,5.0,125.25,898000,6287,154,4,2002
1090,5.0,100.24,2000000,3926,89,7,2021
1091,5.0,100.24,1810000,3926,89,7,2020
1092,5.0,100.24,1500000,3926,89,7,2015
1093,5.0,100.24,1110000,3926,89,7,2009
1094,5.0,100.24,846000,3926,89,7,2007
1100,5.0,121.0,2350000,5748,11,18,2021
1101,5.0,121.0,1548000,5748,11,18,2011
1102,5.0,121.0,1819210,5748,11,18,2011
1112,6.0,128.72,2850000,3926,1257,23,2021
1113,6.0,128.72,1231000,3926,1257,23,2001
1115,5.0,111.2,2000000,5036,175,11,2021
1116,5.0,111.2,1700000,5036,175,11,2015
1117,5.0,111.2,1120000,5036,175,11,2004
1118,5.0,111.2,908000,5036,175,11,1999
1119,6.0,174.28,4800000,5383,27,2,2021
1120,6.0,174.28,3250000,5383,27,2,2014
1121,5.0,126.4,2930000,3946,410,106,2021
1122,5.0,126.4,2140000,3946,410,106,2014
1130,5.0,192.42,2787000,2717,33,39,2021
1131,5.0,192.42,1500000,2717,33,39,2008
1135,5.0,106.0,2060000,3925,478,26,2021
1136,5.0,106.0,793000,3925,478,26,2007
1137,6.0,137.85,3450000,4243,399,1,2021
1138,6.0,137.85,1250000,4243,399,1,2007
1154,5.0,133.83,2830000,6286,326,25,2021
1155,5.0,133.83,2320000,6286,326,25,2016
1156,5.0,183.5,3400000,5037,25,2,2021
1157,5.0,183.5,1428000,5037,25,2,2007
1160,5.0,112.93,2450000,5115,32,18,2021
1161,5.0,112.93,1168000,5115,32,18,2004
1162,5.0,109.97,2170000,3929,969,4,2021
1163,5.0,109.97,1400000,3929,969,4,2009
1166,5.0,136.85,3350000,2704,55,13,2021
1167,5.0,136.85,3800000,2704,55,13,2016
1168,5.0,136.85,2410000,2704,55,13,2013
1169,5.0,136.85,1705000,2704,55,13,2013
1173,5.0,96.6,2390000,5038,9,8,2021
1174,5.0,96.6,730000,5038,9,8,1999
1175,5.0,135.8,2430000,6286,329,2,2021
1176,5.0,135.8,1540000,6286,329,2,2012
1183,5.0,129.8,2400000,6287,222,83,2021
1184,5.0,129.8,1750000,6287,222,83,2012
1193,6.0,125.3,2400000,3930,590,11,2021
1194,6.0,125.3,1700000,3930,590,11,2014
1209,5.0,133.83,2820000,6286,326,31,2021
1210,5.0,133.83,2215000,6286,326,31,2015
1218,5.0,110.95,2030000,3928,277,13,2021
1219,5.0,110.95,843000,3928,277,13,2006
1227,5.0,132.12,2230000,3937,228,17,2021
1228,5.0,132.12,883000,3937,228,17,2000
1230,5.0,139.2,2770000,6286,325,52,2021
1231,5.0,139.2,1630000,6286,325,52,2011
1234,5.0,145.75,3000000,5183,7,45,2021
1235,6.0,175.0,3750000,5383,32,1,2021
1236,6.0,175.0,2580000,5383,32,1,2013
1250,5.0,125.1,2565000,5039,39,12,2021
1251,5.0,125.1,999000,5039,39,12,2002
1252,5.0,125.1,963000,5039,39,12,2002
1253,5.0,135.0,2680000,3926,340,3,2021
1254,5.0,135.0,1950000,3926,340,3,2016
1255,5.0,135.0,1650000,3926,340,3,2010
1256,6.0,134.0,3200000,5389,91,15,2021
1257,6.0,134.0,1994000,5389,91,15,2012
1258,6.0,134.0,1920000,5389,91,15,2011
1259,5.0,113.3,1225000,5115,33,41,2021
1260,5.0,113.3,1318000,5115,33,41,2014
1264,6.0,140.0,2770000,3929,964,7,2021
1265,6.0,140.0,1700000,3929,964,7,2010
1266,6.0,140.0,1660000,3929,964,7,2010
1274,5.0,98.5,2100000,3930,128,6,2021
1275,5.0,98.5,804000,3930,128,6,2000
1276,7.0,470.6,5600000,7374,63,2,2021
1277,7.0,470.6,4350000,7374,63,2,2016
1279,6.0,143.64,2800000,3923,387,32,2021
1280,6.0,143.64,1650000,3923,387,32,2007
1281,6.0,143.64,1250000,3923,387,32,1998
1286,5.0,139.2,2920000,6286,325,56,2021
1287,5.0,139.2,1650000,6286,325,56,2010
1288,5.0,102.34,1940000,5183,22,8,2021
1289,5.0,102.34,1530000,5183,22,8,2014
1298,6.0,111.25,2180000,3926,731,4,2021
1299,6.0,111.25,1950000,3926,731,4,2018
1300,6.0,111.25,1300000,3926,731,4,2011
1301,5.0,118.3,3950000,2717,22,47,2021
1302,5.0,118.3,2672000,2717,22,47,2016
1312,5.0,112.0,3000000,5116,47,8,2021
1313,5.0,112.0,2220000,5116,47,8,2016
1314,5.0,112.0,1081000,5116,47,8,1999
1315,5.0,99.47,888500,3939,296,1,2021
1316,5.0,99.47,1400000,3939,296,1,2016
1317,5.0,99.47,754000,3939,296,1,2000
1318,5.0,128.9,2035000,6287,219,4,2021
1319,5.0,128.9,1900000,6287,219,4,2016
1322,5.0,133.83,2850000,6286,326,12,2021
1323,5.0,133.83,2150000,6286,326,12,2015
1326,5.0,109.36,2050000,2717,33,28,2021
1327,5.0,109.36,711000,2717,33,28,2001
1339,5.0,169.0,2700000,3945,582,4,2021
1340,5.0,169.0,2100000,3945,582,4,2015
1343,5.0,116.88,2190000,5036,116,45,2021
1344,5.0,116.88,1530000,5036,116,45,2012
1345,5.0,116.88,909000,5036,116,45,2000
1349,5.0,126.1,2490000,3946,411,101,2021
1350,5.0,126.1,1924000,3946,411,101,2011
1351,5.0,120.4,2850000,5114,40,83,2021
1352,5.0,120.4,1785000,5114,40,83,2015
1353,6.0,176.15,2300000,3930,352,3,2021
1354,6.0,176.15,2500000,3930,352,3,2019
1364,5.0,132.57,2320000,2717,6,6,2021
1365,5.0,132.57,1900000,2717,6,6,2012
1366,5.0,132.57,814000,2717,6,6,2001
1367,5.0,105.91,2165000,3926,731,8,2021
1368,5.0,105.91,1730000,3926,731,8,2014
1369,5.0,105.91,1360000,3926,731,8,2010
1374,5.0,114.53,2085000,2717,3,30,2021
1375,5.0,114.53,642000,2717,3,30,2000
1380,5.0,123.31,2950000,3946,328,54,2021
1381,5.0,123.31,2565000,3946,328,54,2015
1382,5.0,123.31,2020000,3946,328,54,2009
1383,5.0,155.3,3850000,6286,392,24,2021
1384,5.0,155.3,2543000,6286,392,24,2013
1385,5.0,132.4,3350000,5388,15,1,2021
1386,5.0,132.4,2575000,5388,15,1,2019
1399,5.0,111.49,2475000,5387,21,31,2021
1400,5.0,111.49,2300000,5387,21,31,2019
1401,5.0,111.49,984000,5387,21,31,2001
1402,6.0,152.6,3070000,5389,91,61,2021
