Unnamed: 0,כתובת,סוג נכס,חדרים,קומה,"מ""ר",סכום,גוש,חלקה,נכס,יום,חודש,שנה
1,חיל האויר 1,דירה בבית קומות,5.0,15,111.85,3400000,2717,36,56,14,04,2022
2,חיל האויר 1,דירה בבית קומות,5.0,15,111.85,2570000,2717,36,56,19,11,2019
3,חיל האויר 1,דירה בבית קומות,5.0,15,111.85,1450000,2717,36,56,23,10,2008
4,המלחים 2,דירה בבית קומות,5.0,2,119.73,2830000,4746,8,7,13,04,2022
5,המלחים 2,דירה בבית קומות,5.0,2,119.73,1730000,4746,8,7,06,11,2013
6,הרב אונטרמן 4,דירה בבית קומות,5.0,2,112.6,3120000,5116,96,8,10,04,2022
7,הרב אונטרמן 4,דירה בבית קומות,5.0,2,112.6,1650000,5116,96,8,04,06,2013
8,רגוניס יהודה 6,קוטג' דו משפחתי,5.0,2,155.03,3200000,3929,940,4,06,04,2022
9,רגוניס יהודה 6,קוטג' דו משפחתי,5.0,2,155.03,929000,3929,940,4,12,02,2007
11,פרופ' נחום 9,דירה בבית קומות,5.0,5,110.86,2650000,3945,905,16,05,04,2022
12,פרופ' נחום 9,דירה בבית קומות,5.0,5,110.86,1800000,3945,905,16,20,08,2015
15,שפירא צבי הרמן 16,דירה בבית קומות,5.0,8,149.66,2670000,3928,776,32,29,03,2022
16,שפירא צבי הרמן 16,דירה בבית קומות,5.0,8,149.66,1360000,3928,776,32,29,11,2009
17,שפירא צבי הרמן 16,דירה בבית קומות,5.0,8,149.66,1300000,3928,776,32,25,01,2009
19,הקישון 15,דירה בבית קומות,5.0,4,106.1,2430000,3926,1164,14,28,03,2022
20,הקישון 15,דירה בבית קומות,5.0,4,106.1,1790000,3926,1164,14,25,02,2016
21,הקישון 15,דירה בבית קומות,5.0,4,106.1,825000,3926,1164,14,03,05,2004
25,הרב טרוביץ שמואל 13,דירה בבית קומות,7.0,0,195.4,4500000,6286,287,2,24,03,2022
26,הרב טרוביץ שמואל 13,דירה בבית קומות,7.0,0,195.4,1291000,6286,287,2,04,07,2007
28,אברבנאל 7,דירה בבית קומות,6.0,1,110.79,2050000,3930,642,3,24,03,2022
29,אברבנאל 7,דירה בבית קומות,6.0,1,110.79,1640000,3930,642,3,02,12,2014
30,היקב 9,דירה בבית קומות,5.0,6,95.06,3130000,5039,7,25,23,03,2022
31,היקב 9,דירה בבית קומות,5.0,6,95.06,2500000,5039,7,25,20,02,2020
33,מעגל השלום 25,דירה בבית קומות,5.0,12,108.0,3500000,5096,3,96,22,03,2022
34,מעגל השלום 25,דירה בבית קומות,5.0,12,108.0,1272000,5096,3,96,03,07,2002
35,קרן קימת לישראל 18,דירה בבית קומות,5.0,6,105.0,2220000,3928,831,37,21,03,2022
36,קרן קימת לישראל 18,דירה בבית קומות,5.0,6,105.0,1700000,3928,831,37,26,07,2016
37,ההתיישבות 51,דירה בבית קומות,5.0,9,145.4,5200000,6286,325,36,20,03,2022
38,ההתיישבות 51,דירה בבית קומות,5.0,9,145.4,2637000,6286,325,36,01,12,2015
39,ההתיישבות 51,דירה בבית קומות,5.0,9,145.4,2149000,6286,325,36,22,09,2011
43,הבוצרים 14,דירה בבית קומות,5.0,3,125.6,2870000,5039,48,49,14,03,2022
44,הבוצרים 14,דירה בבית קומות,5.0,3,125.6,2325000,5039,48,49,07,09,2020
46,ויצמן 15,דירה בבית קומות,5.0,1,113.54,2700000,3928,77,1,14,03,2022
47,ויצמן 15,דירה בבית קומות,5.0,1,113.54,927000,3928,77,1,14,02,2002
48,פנינה ומשה 3,דירה בבית קומות,5.0,1,100.88,2000000,3939,308,4,14,03,2022
49,פנינה ומשה 3,דירה בבית קומות,5.0,1,100.88,720000,3939,308,4,03,06,2002
60,יהודה לייב 21,דירה בבית קומות,5.0,4,101.23,1900000,3929,827,7,04,03,2022
61,יהודה לייב 21,דירה בבית קומות,5.0,4,101.23,1800000,3929,827,7,17,07,2019
62,יהודה לייב 21,דירה בבית קומות,5.0,4,101.23,1380000,3929,827,7,20,07,2012
63,יהודה לייב 21,דירה בבית קומות,5.0,4,101.23,750000,3929,827,7,26,08,2008
64,יהודה לייב 21,דירה בבית קומות,5.0,4,101.23,593000,3929,827,7,19,10,1998
66,לבונטין 30,דירה בבית קומות,6.0,4,143.09,2720000,3937,28,10,03,03,2022
67,לבונטין 30,דירה בבית קומות,6.0,4,143.09,1235000,3937,28,10,15,06,2008
81,טרומפלדור 9,דירה בבית קומות,5.0,1,118.28,2291000,3928,220,1,24,02,2022
82,טרומפלדור 9,דירה בבית קומות,5.0,1,118.28,1200000,3928,220,1,28,07,2009
88,השומר 16,דירה בבית קומות,5.0,9,169.96,3260000,3930,572,78,20,02,2022
89,השומר 16,דירה בבית קומות,5.0,9,169.96,1915000,3930,572,78,15,02,2013
91,נטור 41,קוטג' דו משפחתי,7.0,1,269.1,5000000,5435,97,2,17,02,2022
92,נטור 41,קוטג' דו משפחתי,7.0,1,269.1,3100000,5435,97,2,10,09,2013
94,ברנשטיין 25,דירה בבית קומות,5.0,1,125.6,2440000,6287,155,36,17,02,2022
95,ברנשטיין 25,דירה בבית קומות,5.0,1,125.6,1255000,6287,155,36,05,07,2009
97,"הרשב""א 13",דירה בבית קומות,5.0,5,108.43,1892000,5115,25,62,17,02,2022
98,"הרשב""א 13",דירה בבית קומות,5.0,5,108.43,1180000,5115,25,62,01,04,2008
101,פנינת הים 5,דירה בבית קומות,6.0,2,145.6,4010000,4746,72,3,16,02,2022
102,פנינת הים 5,דירה בבית קומות,6.0,2,145.6,1156000,4746,72,3,18,11,2003
103,ויגודסקי 4,דירה בבית קומות,5.0,4,113.0,2192000,3932,236,15,16,02,2022
104,ויגודסקי 4,דירה בבית קומות,5.0,4,113.0,2460000,3932,236,15,15,06,2019
105,ויגודסקי 4,דירה בבית קומות,5.0,4,113.0,627000,3932,236,15,18,05,2008
109,הכובש 13,דירה בבית קומות,5.0,1,91.0,2070000,3929,85,2,14,02,2022
110,הכובש 13,דירה בבית קומות,5.0,1,91.0,1170000,3929,85,2,06,07,2015
115,"שז""ר זלמן 35",דירה בבית קומות,5.0,4,105.0,2180000,5037,29,36,09,02,2022
116,"שז""ר זלמן 35",דירה בבית קומות,5.0,4,105.0,1900000,5037,29,36,22,04,2014
117,"שז""ר זלמן 35",דירה בבית קומות,5.0,4,105.0,1220000,5037,29,36,29,03,2009
118,"שז""ר זלמן 35",דירה בבית קומות,5.0,4,105.0,1300000,5037,29,36,22,06,2008
119,"שז""ר זלמן 35",דירה בבית קומות,5.0,4,105.0,1068000,5037,29,36,13,10,1998
120,חיל התותחנים 7,דירה בבית קומות,5.0,4,137.0,4026000,2704,55,580,09,02,2022
121,חיל התותחנים 7,דירה בבית קומות,5.0,4,137.0,2305000,2704,55,580,19,08,2012
130,ויניק 19,דירה בבית קומות,5.0,1,108.0,2580000,3926,967,17,01,02,2022
131,ויניק 19,דירה בבית קומות,5.0,1,108.0,2400000,3926,967,17,30,12,2020
133,ויניק 19,דירה בבית קומות,5.0,2,108.0,2650000,3926,967,22,01,02,2022
134,ויניק 19,דירה בבית קומות,5.0,2,108.0,677000,3926,967,22,14,12,1999
136,עין דור 7,דירה בבית קומות,5.0,1,111.16,2780000,6286,330,3,01,02,2022
137,עין דור 7,דירה בבית קומות,5.0,1,111.16,1726000,6286,330,3,28,01,2013
141,ברנשטיין 31,דירה בבית קומות,5.0,5,128.9,2350000,6287,219,20,01,02,2022
142,ברנשטיין 31,דירה בבית קומות,5.0,5,128.9,1735000,6287,219,20,08,02,2016
147,חיל התותחנים 24,דירה בבית קומות,5.0,3,121.3,2950000,2717,24,12,27,01,2022
148,חיל התותחנים 24,דירה בבית קומות,5.0,3,121.3,1135000,2717,24,12,20,01,2004
152,גלילי ישראל 19,דירה בבית קומות,5.0,5,125.05,3680000,3946,412,84,25,01,2022
153,גלילי ישראל 19,דירה בבית קומות,5.0,5,125.05,2860000,3946,412,84,10,03,2017
157,ההתיישבות 5,דירה בבית קומות,5.0,4,115.45,2877000,6286,398,41,23,01,2022
158,ההתיישבות 5,דירה בבית קומות,5.0,4,115.45,1200000,6286,398,41,10,12,2012
159,ההתיישבות 5,דירה בבית קומות,5.0,4,115.45,1520000,6286,398,41,31,08,2010
161,ההתיישבות 5,דירה בבית קומות,5.0,4,115.24,2750000,6286,398,44,20,01,2022
162,ההתיישבות 5,דירה בבית קומות,5.0,4,115.24,1560000,6286,398,44,01,08,2012
163,ההתיישבות 5,דירה בבית קומות,5.0,4,115.24,1520000,6286,398,44,20,08,2010
164,הקוקיה 44,דירה בבית קומות,5.0,4,131.4,2670000,6287,221,16,20,01,2022
165,הקוקיה 44,דירה בבית קומות,5.0,4,131.4,1035000,6287,221,16,17,06,2001
166,ההתיישבות 53,דירה בבית קומות,5.0,6,111.61,2980000,6286,324,19,20,01,2022
167,ההתיישבות 53,דירה בבית קומות,5.0,6,111.61,1400000,6286,324,19,28,12,2009
168,פולה בן גוריון 5,דירה בבית קומות,5.0,9,138.54,3800000,3927,364,35,20,01,2022
169,פולה בן גוריון 5,דירה בבית קומות,5.0,9,138.54,1400000,3927,364,35,23,01,2008
170,חיל התותחנים 7,דירה בבית קומות,5.0,17,114.29,3350000,2704,55,149,20,01,2022
171,חיל התותחנים 7,דירה בבית קומות,5.0,17,114.29,2700000,2704,55,149,03,11,2017
172,חיל התותחנים 7,דירה בבית קומות,5.0,17,114.29,1849000,2704,55,149,01,05,2008
176,אבידן שמעון 8,דירה בבית קומות,5.0,2,120.2,2580000,6286,238,4,18,01,2022
177,אבידן שמעון 8,דירה בבית קומות,5.0,2,120.2,2100000,6286,238,4,05,02,2020
178,אבידן שמעון 8,דירה בבית קומות,5.0,2,120.2,1528000,6286,238,4,03,03,2010
182,בובר מרטין 4,דירת גג,5.0,2,108.2,3850000,5119,75,7,17,01,2022
183,בובר מרטין 4,דירת גג,5.0,2,108.2,2450000,5119,75,7,31,03,2016
184,בובר מרטין 4,דירת גג,5.0,2,108.2,800000,5119,75,7,22,07,2015
185,בובר מרטין 4,דירת גג,5.0,2,108.2,1479000,5119,75,7,02,07,2007
188,קאפח 9,דירה בבית קומות,5.0,6,116.9,2650000,5114,35,109,16,01,2022
189,קאפח 9,דירה בבית קומות,5.0,6,116.9,933000,5114,35,109,07,11,2001
190,החלמונית 26,דירה בבית קומות,5.0,2,122.98,2400000,5036,79,37,16,01,2022
191,החלמונית 26,דירה בבית קומות,5.0,2,122.98,835000,5036,79,37,18,01,2000
193,שמעוני 8,דירה בבית קומות,5.0,1,174.0,3435000,3945,578,3,13,01,2022
194,שמעוני 8,דירה בבית קומות,5.0,1,174.0,1375000,3945,578,3,26,08,2010
195,שמעוני 8,דירה בבית קומות,5.0,1,174.0,650000,3945,578,3,07,01,2007
198,הפרח 68,קוטג' דו משפחתי,5.0,0,200.0,3000000,4242,162,2,12,01,2022
199,הפרח 68,קוטג' דו משפחתי,5.0,0,200.0,1299000,4242,162,2,02,12,2019
203,הנחשול 85,דירה בבית קומות,5.0,4,109.5,3100000,5748,11,11,12,01,2022
204,הנחשול 85,דירה בבית קומות,5.0,4,109.5,1890000,5748,11,11,14,03,2012
206,גולדה מאיר 11,דירה בבית קומות,5.0,4,104.93,2870000,3946,328,14,06,01,2022
207,גולדה מאיר 11,דירה בבית קומות,5.0,4,104.93,1385000,3946,328,14,31,01,2008
208,עין דור 1,דירה בבית קומות,5.0,3,140.8,3100000,6286,312,9,06,01,2022
209,עין דור 1,דירה בבית קומות,5.0,3,140.8,1507000,6286,312,9,30,12,2010
212,גלילי ישראל 19,דירה בבית קומות,5.0,3,117.45,3200000,3946,412,9,04,01,2022
213,גלילי ישראל 19,דירה בבית קומות,5.0,3,117.45,2730000,3946,412,9,24,10,2018
214,גלילי ישראל 19,דירה בבית קומות,5.0,3,117.45,2230000,3946,412,9,04,01,2014
216,חיל הצנחנים 20,דירה בבית קומות,5.0,3,97.0,2200000,5037,29,84,04,01,2022
217,חיל הצנחנים 20,דירה בבית קומות,5.0,3,97.0,1730000,5037,29,84,04,08,2017
218,חיל הצנחנים 20,דירה בבית קומות,5.0,3,97.0,1415000,5037,29,84,05,11,2013
227,יעקובזון 8,דירה בבית קומות,5.0,4,124.47,2230000,3939,175,9,02,01,2022
228,יעקובזון 8,דירה בבית קומות,5.0,4,124.47,2230000,3939,175,9,22,06,2020
229,דוידזון 1,דירה בבית קומות,5.0,1,135.0,1800000,3939,290,17,30,12,2021
230,דוידזון 1,דירה בבית קומות,5.0,1,135.0,1590000,3939,290,17,12,11,2017
231,דוידזון 1,דירה בבית קומות,5.0,1,135.0,1100000,3939,290,17,29,12,2011
239,אביעזר 5,דירה בבית קומות,5.0,2,100.77,1845000,6286,156,5,27,12,2021
240,אביעזר 5,דירה בבית קומות,5.0,2,100.77,624000,6286,156,5,11,04,2005
248,אבן חן 2,דירה בבית קומות,6.0,12,122.38,3220000,4746,32,47,23,12,2021
249,אבן חן 2,דירה בבית קומות,6.0,12,122.38,2335000,4746,32,47,04,05,2015
250,אבן חן 2,דירה בבית קומות,6.0,12,122.38,1349000,4746,32,47,11,06,2007
254,בלקינד שמשון 12,דירה בבית קומות,5.0,3,123.73,2200000,3937,30,10,21,12,2021
255,בלקינד שמשון 12,דירה בבית קומות,5.0,3,123.73,1850000,3937,30,10,06,05,2019
257,נירים 3,דירה בבית קומות,6.0,6,134.6,3670000,6286,392,22,20,12,2021
258,נירים 3,דירה בבית קומות,6.0,6,134.6,2300000,6286,392,22,27,01,2013
259,הקוקיה 32,דירה בבית קומות,5.0,5,125.25,2435000,6287,154,53,20,12,2021
260,הקוקיה 32,דירה בבית קומות,5.0,5,125.25,1790000,6287,154,53,12,11,2014
267,התזמורת 36,דירה בבית קומות,6.0,2,124.32,3660000,5183,41,45,17,12,2021
268,התזמורת 36,דירה בבית קומות,6.0,2,124.32,2770000,5183,41,45,27,03,2017
269,התזמורת 36,דירה בבית קומות,6.0,2,124.32,1421000,5183,41,45,20,10,2003
274,מורדי הגטאות 33,דירה בבית קומות,5.0,3,87.0,1480000,4242,380,16,16,12,2021
276,קלישר 10,דירה בבית קומות,5.0,3,112.0,3325000,5116,45,8,16,12,2021
277,קלישר 10,דירה בבית קומות,5.0,3,112.0,1900000,5116,45,8,24,04,2012
278,קלישר 10,דירה בבית קומות,5.0,3,112.0,1180000,5116,45,8,03,09,2006
289,בשארי סעדיה ויוסף 8,דירה בבית קומות,5.0,5,122.69,3425000,7374,130,57,12,12,2021
290,בשארי סעדיה ויוסף 8,דירה בבית קומות,5.0,5,122.69,1900000,7374,130,57,16,02,2010
293,הגאון מוילנה 6,דירה בבית קומות,5.0,1,114.58,1440000,3929,847,1,09,12,2021
294,הגאון מוילנה 6,דירה בבית קומות,5.0,1,114.58,1250000,3929,847,1,11,11,2009
295,הגאון מוילנה 6,דירה בבית קומות,5.0,1,114.58,900000,3929,847,1,25,06,2008
297,אלקבץ 13,דירה בבית קומות,5.0,1,109.92,2390000,5114,41,2,09,12,2021
298,אלקבץ 13,דירה בבית קומות,5.0,1,109.92,1044000,5114,41,2,03,05,2002
299,בלקינד שמשון 19,דירה בבית קומות,5.0,3,113.13,2665000,3937,258,6,09,12,2021
300,בלקינד שמשון 19,דירה בבית קומות,5.0,3,113.13,1110000,3937,258,6,06,09,2007
301,השומר 12,דירה בבית קומות,5.0,3,120.1,2485000,3930,572,7,09,12,2021
302,השומר 12,דירה בבית קומות,5.0,3,120.1,1125000,3930,572,7,31,01,2008
315,השומר 10,דירה בבית קומות,5.0,7,99.73,2080000,3930,429,21,02,12,2021
316,השומר 10,דירה בבית קומות,5.0,7,99.73,920000,3930,429,21,03,10,2008
317,ראובן ובת שבע 5,דירה בבית קומות,5.0,1,99.82,1800000,3939,296,2,02,12,2021
318,ראובן ובת שבע 5,דירה בבית קומות,5.0,1,99.82,1365000,3939,296,2,18,05,2015
323,הרבי מלובביץ 20,דירה בבית קומות,5.0,0,117.28,3200000,5116,4,1,30,11,2021
324,הרבי מלובביץ 20,דירה בבית קומות,5.0,0,117.28,1103000,5116,4,1,22,02,2005
326,קאפח 13,דירה בבית קומות,5.0,7,116.9,2850000,5114,35,25,29,11,2021
327,קאפח 13,דירה בבית קומות,5.0,7,116.9,1825000,5114,35,25,05,03,2012
328,קאפח 13,דירה בבית קומות,5.0,7,116.9,949000,5114,35,25,21,01,2001
333,שרירא שמואל 17,דירה בבית קומות,5.0,1,113.0,2150000,6286,149,17,28,11,2021
334,שרירא שמואל 17,דירה בבית קומות,5.0,1,113.0,1520000,6286,149,17,27,07,2021
335,שרירא שמואל 17,דירה בבית קומות,5.0,1,113.0,900000,6286,149,17,20,05,2012
336,שרירא שמואל 17,דירה בבית קומות,5.0,1,113.0,510000,6286,149,17,15,08,2000
339,ההתיישבות 51,דירה בבית קומות,5.0,2,139.8,2900000,6286,325,46,27,11,2021
340,ההתיישבות 51,דירה בבית קומות,5.0,2,139.8,1615000,6286,325,46,18,05,2011
341,הסמדר 8,דירה בבית קומות,5.0,0,110.5,3050000,5038,2,33,26,11,2021
342,הסמדר 8,דירה בבית קומות,5.0,0,110.5,1850000,5038,2,33,05,05,2013
345,טיומקין 18,דירה בבית קומות,5.0,3,111.7,2150000,3925,491,16,26,11,2021
346,טיומקין 18,דירה בבית קומות,5.0,3,111.7,1470000,3925,491,16,18,02,2014
347,חיל החימוש 24,דירה בבית קומות,5.0,4,152.66,2900000,2717,5,20,25,11,2021
348,חיל החימוש 24,דירה בבית קומות,5.0,4,152.66,1500000,2717,5,20,24,04,2012
350,משמר הירדן 22,דירה בבית קומות,5.0,1,110.0,2170000,3939,139,2,25,11,2021
351,משמר הירדן 22,דירה בבית קומות,5.0,1,110.0,1850000,3939,139,2,05,07,2016
352,משמר הירדן 22,דירה בבית קומות,5.0,1,110.0,1330000,3939,139,2,04,02,2014
353,העצמאות 8,קוטג' דו משפחתי,6.0,1,215.0,5000000,3628,177,2,25,11,2021
354,העצמאות 8,קוטג' דו משפחתי,6.0,1,215.0,3650000,3628,177,2,16,05,2016
360,פופל מרדכי 11,דירה בבית קומות,5.0,4,109.5,1900000,3939,309,15,23,11,2021
361,פופל מרדכי 11,דירה בבית קומות,5.0,4,109.5,1765000,3939,309,15,05,11,2017
362,מבצע חורב 9,קוטג' דו משפחתי,6.0,0,156.7,4350000,5384,20,1,23,11,2021
363,מבצע חורב 9,קוטג' דו משפחתי,6.0,0,156.7,1761000,5384,20,1,23,12,2007
364,המגילה 76,קוטג' חד משפחתי,6.0,1,158.5,4100000,5029,60,4,23,11,2021
365,המגילה 76,קוטג' חד משפחתי,6.0,1,158.5,2200000,5029,60,4,20,05,2014
366,ירושלים 19,דירה בבית קומות,5.0,1,100.09,2100000,3932,264,3,22,11,2021
367,ירושלים 19,דירה בבית קומות,5.0,1,100.09,1680000,3932,264,3,08,05,2017
370,אלקבץ 13,דירה בבית קומות,5.0,10,149.02,3310000,5114,41,39,19,11,2021
371,אלקבץ 13,דירה בבית קומות,5.0,10,149.02,1930000,5114,41,39,17,08,2010
372,אלקבץ 13,דירה בבית קומות,5.0,10,149.02,1730000,5114,41,39,03,05,2009
381,הקוקיה 44,דירה בבית קומות,5.0,5,131.5,2665000,6287,221,17,17,11,2021
382,הקוקיה 44,דירה בבית קומות,5.0,5,131.5,1090000,6287,221,17,19,11,2002
384,ההדרים 8,דירה בבית קומות,5.0,4,117.7,2800000,3926,134,7,16,11,2021
385,ההדרים 8,דירה בבית קומות,5.0,4,117.7,1890000,3926,134,7,15,10,2018
389,השריג 11,דירה בבית קומות,5.0,5,113.0,2500000,5039,37,20,15,11,2021
390,השריג 11,דירה בבית קומות,5.0,5,113.0,1925000,5039,37,20,04,01,2017
391, ,דירה בבית קומות,5.0,3,111.2,2315000,3939,129,7,12,11,2021
392, ,דירה בבית קומות,5.0,3,111.2,883000,3939,129,7,04,04,2007
398,מבצע נחשון 4,דירה בבית קומות,5.0,1,109.1,2500000,5384,49,6,09,11,2021
399,מבצע נחשון 4,דירה בבית קומות,5.0,1,109.1,2200000,5384,49,6,09,06,2016
400,מבצע נחשון 4,דירה בבית קומות,5.0,1,109.1,1750000,5384,49,6,14,02,2011
401,מבצע נחשון 4,דירה בבית קומות,5.0,1,109.1,796000,5384,49,6,10,05,1998
402,הגדוד העברי 85,דירה בבית קומות,6.0,6,119.0,3160000,3929,869,16,09,11,2021
403,הגדוד העברי 85,דירה בבית קומות,6.0,6,119.0,1620000,3929,869,16,20,07,2013
406,חיל האויר 1,דירה בבית קומות,5.0,16,111.85,3000000,2717,36,57,08,11,2021
407,חיל האויר 1,דירה בבית קומות,5.0,16,111.85,1370000,2717,36,57,24,01,2008
416,התזמורת 56,דירה בבית קומות,5.0,3,111.63,2470000,5183,35,12,07,11,2021
417,התזמורת 56,דירה בבית קומות,5.0,3,111.63,1315000,5183,35,12,25,03,2018
425,בן אליעזר 32,דירה בבית קומות,5.0,5,116.87,2500000,3926,1047,15,04,11,2021
426,בן אליעזר 32,דירה בבית קומות,5.0,5,116.87,990000,3926,1047,15,06,05,2007
427,מבצע משה 50,דירה בבית קומות,5.0,2,118.35,2820000,5748,13,3,04,11,2021
428,מבצע משה 50,דירה בבית קומות,5.0,2,118.35,1700000,5748,13,3,12,03,2013
429,בלקינד שמשון 26,דירה בבית קומות,5.0,6,115.58,2700000,3938,171,14,04,11,2021
430,בלקינד שמשון 26,דירה בבית קומות,5.0,6,115.58,2050000,3938,171,14,07,09,2016
434,נירים 3,דירה בבית קומות,5.0,1,120.0,1350000,6286,392,2,03,11,2021
435,נירים 3,דירה בבית קומות,5.0,1,120.0,1600000,6286,392,2,23,12,2012
436,נירים 3,דירה בבית קומות,5.0,1,120.0,1512000,6286,392,2,30,07,2012
441,"ריב""ל 14",דירה בבית קומות,5.0,10,115.3,2660000,5114,36,130,02,11,2021
442,"ריב""ל 14",דירה בבית קומות,5.0,10,115.3,1580000,5114,36,130,09,05,2013
443,"ריב""ל 14",דירה בבית קומות,5.0,10,115.3,1170000,5114,36,130,01,07,2007
444,ההתיישבות 47,דירה בבית קומות,5.0,1,130.2,2650000,6286,329,4,31,10,2021
445,ההתיישבות 47,דירה בבית קומות,5.0,1,130.2,1660000,6286,329,4,27,08,2012
453,רוטשילד 107,דירה בבית קומות,5.0,1,103.0,2345000,3926,1305,4,28,10,2021
454,רוטשילד 107,דירה בבית קומות,5.0,1,103.0,1500000,3926,1305,4,31,07,2009
466,יערי מאיר 27,קוטג' דו משפחתי,5.0,0,126.29,3350000,6288,97,4,25,10,2021
467,יערי מאיר 27,קוטג' דו משפחתי,5.0,0,126.29,2950000,6288,97,4,28,02,2019
468,יערי מאיר 27,קוטג' דו משפחתי,5.0,0,126.29,1700000,6288,97,4,08,09,2008
471,הרב מינץ 10,דירה בבית קומות,5.0,3,93.67,3125000,7281,153,7,25,10,2021
472,הרב מינץ 10,דירה בבית קומות,5.0,3,93.67,1780000,7281,153,7,13,02,2018
474,אלחריזי 24,דירת גן,6.0,0,142.85,3880000,5115,14,2,24,10,2021
475,אלחריזי 24,דירת גן,6.0,0,142.85,1314000,5115,14,2,09,11,2003
476,בן עובדיה יוסף 41,קוטג' דו משפחתי,5.0,1,298.35,5000000,7375,111,2,24,10,2021
477,בן עובדיה יוסף 41,קוטג' דו משפחתי,5.0,1,298.35,3394000,7375,111,2,10,01,2012
484,האיריס 12,דירה בבית קומות,6.0,5,119.75,2650000,5036,114,38,21,10,2021
485,האיריס 12,דירה בבית קומות,6.0,5,119.75,1029000,5036,114,38,24,10,2007
486,יהודה הלוי 61,דירת גן,5.0,0,106.6,2380000,3929,972,2,21,10,2021
487,יהודה הלוי 61,דירת גן,5.0,0,106.6,1649000,3929,972,2,24,11,2015
488,יהודה הלוי 61,דירת גן,5.0,0,106.6,1200000,3929,972,2,01,04,2008
489,האבות 19,דירה בבית קומות,5.0,2,103.6,2330000,3930,590,4,21,10,2021
490,האבות 19,דירה בבית קומות,5.0,2,103.6,1250000,3930,590,4,03,05,2010
498,הקוקיה 42,דירה בבית קומות,5.0,6,120.9,1229500,6287,220,58,19,10,2021
499,הקוקיה 42,דירה בבית קומות,5.0,6,120.9,965000,6287,220,58,20,08,2001
506,מעגל השלום 3,דירה בבית קומות,5.0,9,106.0,2800000,5096,7,92,18,10,2021
507,מעגל השלום 3,דירה בבית קומות,5.0,9,106.0,2220000,5096,7,92,10,12,2015
508,מעגל השלום 3,דירה בבית קומות,5.0,9,106.0,1786000,5096,7,92,26,01,1999
509,מאירוביץ 55,דירה בבית קומות,6.0,0,154.74,3265000,3925,614,5,18,10,2021
510,מאירוביץ 55,דירה בבית קומות,6.0,0,154.74,1148000,3925,614,5,26,07,1999
535,תדהר דוד 7,דירה בבית קומות,5.0,1,88.0,1480000,7281,23,3,07,10,2021
536,תדהר דוד 7,דירה בבית קומות,5.0,1,88.0,450000,7281,23,3,20,08,2002
538,הגדוד העברי 61,דירה בבית קומות,5.0,1,94.76,1860000,3929,1055,2,06,10,2021
539,הגדוד העברי 61,דירה בבית קומות,5.0,1,94.76,1200000,3929,1055,2,23,06,2010
540,הגדוד העברי 61,דירה בבית קומות,5.0,1,94.76,726000,3929,1055,2,21,03,2007
543,דן 9,דירה בבית קומות,5.0,0,91.76,3300000,5387,38,2,04,10,2021
544,דן 9,דירה בבית קומות,5.0,0,91.76,1700000,5387,38,2,07,11,2010
545,דן 9,דירה בבית קומות,5.0,0,91.76,1033000,5387,38,2,21,06,2001
564,גיבשטיין יהושע 1,דירה בבית קומות,5.0,5,109.36,2060000,6288,100,20,12,09,2021
565,גיבשטיין יהושע 1,דירה בבית קומות,5.0,5,109.36,812000,6288,100,20,31,07,2003
571,אחיעזר 6,דירה בבית קומות,5.0,3,148.5,2300000,3929,1013,4,05,09,2021
572,אחיעזר 6,דירה בבית קומות,5.0,3,148.5,1016000,3929,1013,4,26,04,2006
577,עצמונה 22,דירה בבית קומות,7.0,0,178.0,3600000,5386,62,4,02,09,2021
578,עצמונה 22,דירה בבית קומות,7.0,0,178.0,1480000,5386,62,4,27,10,2005
579,הכורמים 11,דירה בבית קומות,5.0,1,104.0,2180000,5039,24,19,02,09,2021
580,הכורמים 11,דירה בבית קומות,5.0,1,104.0,1600000,5039,24,19,25,08,2010
581,השומר 55,קוטג' דו משפחתי,6.0,1,167.28,5102000,6287,94,2,02,09,2021
582,השומר 55,קוטג' דו משפחתי,6.0,1,167.28,3085000,6287,94,2,14,06,2020
597,מעגל השלום 1,דירה בבית קומות,5.0,8,111.0,3055000,5096,7,32,29,08,2021
598,מעגל השלום 1,דירה בבית קומות,5.0,8,111.0,1415000,5096,7,32,08,07,2007
599,גלילי ישראל 19,דירה בבית קומות,5.0,6,125.05,3550000,3946,412,22,29,08,2021
600,גלילי ישראל 19,דירה בבית קומות,5.0,6,125.05,2520000,3946,412,22,28,06,2015
608,הרשקוביץ 3,דירה בבית קומות,5.0,2,134.2,2995000,7373,54,6,26,08,2021
609,הרשקוביץ 3,דירה בבית קומות,5.0,2,134.2,2570000,7373,54,6,18,11,2015
610,הרשקוביץ 3,דירה בבית קומות,5.0,2,134.2,1611000,7373,54,6,10,01,2010
618,יעקב 35,קוטג' חד משפחתי,6.0,0,161.9,1850000,4242,452,1,23,08,2021
619,יעקב 35,קוטג' חד משפחתי,6.0,0,161.9,1510000,4242,452,1,24,02,2019
620,יעקב 35,קוטג' חד משפחתי,6.0,0,161.9,1410000,4242,452,1,24,02,2019
633,הירשפלד 34,דירה בבית קומות,5.0,0,114.0,2495000,3926,954,14,18,08,2021
634,הירשפלד 34,דירה בבית קומות,5.0,0,114.0,2400000,3926,954,14,08,02,2017
635,הירשפלד 34,דירה בבית קומות,5.0,0,114.0,1743000,3926,954,14,02,12,2015
