Unnamed: 0,כתובת,סוג נכס,חדרים,קומה,"מ""ר",סכום,גוש,חלקה,נכס,יום,חודש,שנה
1164,קרל נטר 14,דירה בבית קומות,3.0,3,68.92,1580000,3928,634,13,24,06,2021
1165,קרל נטר 14,דירה בבית קומות,3.0,3,68.92,528000,3928,634,13,13,12,2001
1166,הירשפלד 29,דירה בבית קומות,3.0,1,64.5,1545000,3926,646,1,24,06,2021
1167,הירשפלד 29,דירה בבית קומות,3.0,1,64.5,603000,3926,646,1,19,08,2002
1168,יהודה לייב 25,דירה בבית קומות,3.0,4,50.17,1140000,3929,634,10,24,06,2021
1169,יהודה לייב 25,דירה בבית קומות,3.0,4,50.17,1140000,3929,634,10,02,11,2018
1170,יהודה לייב 25,דירה בבית קומות,3.0,4,50.17,1020000,3929,634,10,18,05,2016
1171,טרכטנברג 1,דירה בבית קומות,3.0,1,80.0,1550000,3928,915,2,24,06,2021
1172,טרכטנברג 1,דירה בבית קומות,3.0,1,80.0,2170000,3928,915,2,08,03,2021
1175,לבונטין 26,דירה בבית קומות,3.0,1,73.08,1400000,3937,26,2,23,06,2021
1176,לבונטין 26,דירה בבית קומות,3.0,1,73.08,1230000,3937,26,2,09,11,2015
1177,"אז""ר 10",דירה בבית קומות,3.0,2,73.3,1580000,3934,95,3,23,06,2021
1178,"אז""ר 10",דירה בבית קומות,3.0,2,73.3,1430000,3934,95,3,07,08,2019
1183,יוחנן הסנדלר 12,דירה בבית קומות,3.0,6,67.88,1700000,3929,936,23,22,06,2021
1184,יוחנן הסנדלר 12,דירה בבית קומות,3.0,6,67.88,1390000,3929,936,23,13,07,2015
1185,יוחנן הסנדלר 12,דירה בבית קומות,3.0,6,67.88,675000,3929,936,23,15,10,2007
1186,יוחנן הסנדלר 12,דירה בבית קומות,3.0,6,67.88,1270000,3929,936,23,19,02,2002
1187,יהודה הלוי 21,דירה בבית קומות,3.0,4,55.97,1360000,3929,318,13,22,06,2021
1188,יהודה הלוי 21,דירה בבית קומות,3.0,4,55.97,680000,3929,318,13,15,02,2010
1189,וולפסון 29,דירה בבית קומות,3.0,2,63.01,1500000,3926,271,6,22,06,2021
1190,וולפסון 29,דירה בבית קומות,3.0,2,63.01,870000,3926,271,6,10,11,2010
1197,קרית ספר 23,דירה בבית קומות,3.0,4,70.67,1500000,3945,617,16,20,06,2021
1198,קרית ספר 23,דירה בבית קומות,3.0,4,70.67,1300000,3945,617,16,21,10,2015
1199,קרית ספר 23,דירה בבית קומות,3.0,4,70.67,490000,3945,617,16,02,03,1998
1200,הזהבית 20,דירה בבית קומות,3.0,6,60.9,1780000,5036,67,21,20,06,2021
1201,הזהבית 20,דירה בבית קומות,3.0,6,60.9,1017000,5036,67,21,14,03,2011
1202,הזהבית 20,דירה בבית קומות,3.0,6,60.9,592000,5036,67,21,21,08,2001
1203,הזהבית 20,דירה בבית קומות,3.0,6,60.9,579000,5036,67,21,17,05,2000
1204,תנועות הנוער 15,דירה בבית קומות,3.0,1,84.26,1800000,3939,442,4,20,06,2021
1205,תנועות הנוער 15,דירה בבית קומות,3.0,1,84.26,845000,3939,442,4,17,06,2008
1206,שינקין 12,דירה בבית קומות,3.0,4,75.68,1350000,3928,258,8,20,06,2021
1207,שינקין 12,דירה בבית קומות,3.0,4,75.68,656000,3928,258,8,05,04,2009
1208,שינקין 12,דירה בבית קומות,3.0,4,75.68,590000,3928,258,8,18,07,2008
1210,קפלנסקי 36,דירה בבית קומות,3.0,4,55.4,1445000,3926,650,14,17,06,2021
1211,קפלנסקי 36,דירה בבית קומות,3.0,4,55.4,1122000,3926,650,14,19,05,2015
1212,קפלנסקי 36,דירה בבית קומות,3.0,4,55.4,950000,3926,650,14,31,05,2012
1213,קפלנסקי 36,דירה בבית קומות,3.0,4,55.4,700000,3926,650,14,16,02,2010
1214,"צ""ג בנות 27",דירה בבית קומות,3.0,4,82.14,1520000,3929,815,14,17,06,2021
1215,"צ""ג בנות 27",דירה בבית קומות,3.0,4,82.14,940000,3929,815,14,08,07,2011
1216,התאנה 8,דירה בבית קומות,3.0,1,56.59,1480000,3926,69,1,17,06,2021
1217,התאנה 8,דירה בבית קומות,3.0,1,56.59,1092000,3926,69,1,04,09,2014
1220,מעגל השלום 5,דירה בבית קומות,3.0,4,76.0,2150000,5096,6,13,16,06,2021
1221,מעגל השלום 5,דירה בבית קומות,3.0,4,76.0,1790000,5096,6,13,17,06,2018
1222,מעגל השלום 5,דירה בבית קומות,3.0,4,76.0,1680000,5096,6,13,15,08,2016
1223,מעגל השלום 5,דירה בבית קומות,3.0,4,76.0,670000,5096,6,13,15,10,1998
1224,פינשטיין יונה צבי 25,דירה בבית קומות,3.0,1,87.0,2300000,6288,112,30,16,06,2021
1225,פינשטיין יונה צבי 25,דירה בבית קומות,3.0,1,87.0,1505000,6288,112,30,02,03,2015
1230,הס 1,דירה בבית קומות,3.0,1,60.91,1710000,3945,205,2,14,06,2021
1231,הס 1,דירה בבית קומות,3.0,1,60.91,492000,3945,205,2,04,07,2004
1243,ויצברד 10,דירה בבית קומות,3.0,2,61.0,1250000,3933,192,8,09,06,2021
1244,ויצברד 10,דירה בבית קומות,3.0,2,61.0,532000,3933,192,8,22,02,1999
1246,עין הקורא 32,דירה בבית קומות,3.0,1,49.41,1656000,3928,300,5,08,06,2021
1247,עין הקורא 32,דירה בבית קומות,3.0,1,49.41,1150000,3928,300,5,12,09,2018
1248,עין הקורא 32,דירה בבית קומות,3.0,1,49.41,520000,3928,300,5,14,01,2000
1249,מורדי הגטאות 40,דירה בבית קומות,3.0,6,71.8,1670000,4242,526,120,08,06,2021
1250,מורדי הגטאות 40,דירה בבית קומות,3.0,6,71.8,1360000,4242,526,120,23,05,2017
1251,בן גוריון 35,דירה בבית קומות,3.0,4,80.4,1870000,3945,821,8,08,06,2021
1252,בן גוריון 35,דירה בבית קומות,3.0,4,80.4,1475000,3945,821,8,22,05,2019
1254,שפינוזה 23,דירה בבית קומות,3.0,2,60.0,1580000,3928,614,5,07,06,2021
1255,שפינוזה 23,דירה בבית קומות,3.0,2,60.0,553000,3928,614,5,09,08,1999
1256,קפלנסקי 42,דירה בבית קומות,3.0,1,71.41,1630000,3926,1076,2,07,06,2021
1257,קפלנסקי 42,דירה בבית קומות,3.0,1,71.41,1460000,3926,1076,2,15,05,2018
1258,קפלנסקי 42,דירה בבית קומות,3.0,1,71.41,960000,3926,1076,2,27,12,2012
1259,קפלנסקי 42,דירה בבית קומות,3.0,1,71.41,504000,3926,1076,2,27,04,2000
1261,קרל נטר 32,דירה בבית קומות,3.0,3,67.64,1890000,3928,722,10,06,06,2021
1262,קרל נטר 32,דירה בבית קומות,3.0,3,67.64,970000,3928,722,10,04,11,2012
1263,קרל נטר 32,דירה בבית קומות,3.0,3,67.64,562000,3928,722,10,10,10,1999
1264,בית לחם 4,דירה בבית קומות,3.0,2,58.71,1500000,3930,120,5,06,06,2021
1265,בית לחם 4,דירה בבית קומות,3.0,2,58.71,830000,3930,120,5,25,08,2008
1266,בית לחם 4,דירה בבית קומות,3.0,2,58.71,585000,3930,120,5,27,12,2001
1267,הגדוד העברי 39,דירה בבית קומות,3.0,2,56.55,1400000,3932,100,10,06,06,2021
1268,הגדוד העברי 39,דירה בבית קומות,3.0,2,56.55,538000,3932,100,10,13,12,2005
1269,"תרמ""ב 13",דירה בבית קומות,3.0,19,100.0,900000,3928,884,186,06,06,2021
1270,"תרמ""ב 13",דירה בבית קומות,3.0,19,100.0,1340000,3928,884,186,29,02,2016
1271,"תרמ""ב 13",דירה בבית קומות,3.0,19,100.0,1430000,3928,884,186,08,05,2012
1272,"תרמ""ב 13",דירה בבית קומות,3.0,19,100.0,1335000,3928,884,186,17,02,2010
1273,מוהליבר 33,דירה בבית קומות,3.0,3,74.0,1550000,3929,24,6,06,06,2021
1274,מוהליבר 33,דירה בבית קומות,3.0,3,74.0,850000,3929,24,6,10,09,2012
1275,קפלנסקי 42,דירה בבית קומות,3.0,4,80.82,1530000,3926,1076,15,06,06,2021
1276,קפלנסקי 42,דירה בבית קומות,3.0,4,80.82,1200000,3926,1076,15,07,08,2018
1277,קפלנסקי 42,דירה בבית קומות,3.0,4,80.82,910000,3926,1076,15,20,11,2013
1280,יהודה הלוי 66,דירה בבית קומות,3.0,3,64.5,1430000,3930,183,13,04,06,2021
1281,יהודה הלוי 66,דירה בבית קומות,3.0,3,64.5,1175000,3930,183,13,18,05,2016
1283,יוחנן הסנדלר 10,דירה בבית קומות,3.0,2,72.62,1700000,3929,938,8,03,06,2021
1284,יוחנן הסנדלר 10,דירה בבית קומות,3.0,2,72.62,1465000,3929,938,8,17,11,2015
1285,יוחנן הסנדלר 10,דירה בבית קומות,3.0,2,72.62,870000,3929,938,8,19,07,2009
1286,יוחנן הסנדלר 10,דירה בבית קומות,3.0,2,72.62,570000,3929,938,8,05,07,2000
1287,המפוחית 3,דירה בבית קומות,3.0,4,82.4,1950000,5182,3,17,03,06,2021
1288,המפוחית 3,דירה בבית קומות,3.0,4,82.4,1691000,5182,3,17,30,10,2016
1289,המפוחית 3,דירה בבית קומות,3.0,4,82.4,1350000,5182,3,17,23,02,2011
1290,המפוחית 3,דירה בבית קומות,3.0,4,82.4,809000,5182,3,17,12,04,2007
1291,יהודה הלוי 19,דירה בבית קומות,3.0,4,50.36,1280000,3929,317,14,03,06,2021
1292,יהודה הלוי 19,דירה בבית קומות,3.0,4,50.36,765000,3929,317,14,15,02,2012
1293,גיסין 9,דירה בבית קומות,3.0,1,67.02,1560000,3928,525,3,03,06,2021
1294,גיסין 9,דירה בבית קומות,3.0,1,67.02,1380000,3928,525,3,04,07,2019
1295,גיסין 9,דירה בבית קומות,3.0,1,67.02,800000,3928,525,3,02,07,2012
1296,טיומקין 7,דירה בבית קומות,3.0,3,53.5,1660000,3925,469,11,02,06,2021
1297,טיומקין 7,דירה בבית קומות,3.0,3,53.5,468000,3925,469,11,24,06,2001
1298,חיל הצנחנים 4,דירה בבית קומות,3.0,4,85.5,1720000,5037,37,118,02,06,2021
1299,חיל הצנחנים 4,דירה בבית קומות,3.0,4,85.5,790000,5037,37,118,24,06,2010
1300,הנגיד 5,דירה בבית קומות,3.0,9,69.0,1850000,5115,33,78,02,06,2021
1301,הנגיד 5,דירה בבית קומות,3.0,9,69.0,1305000,5115,33,78,04,10,2012
1302,הנגיד 5,דירה בבית קומות,3.0,9,69.0,1079000,5115,33,78,02,09,2010
1303,ירושלים 14,דירה בבית קומות,3.0,2,75.75,1370000,3936,74,16,02,06,2021
1304,ירושלים 14,דירה בבית קומות,3.0,2,75.75,1350000,3936,74,16,14,01,2020
1308,"הרשב""א 12",דירה בבית קומות,3.0,1,65.4,1725000,5115,78,4,31,05,2021
1309,"הרשב""א 12",דירה בבית קומות,3.0,1,65.4,1255000,5115,78,4,18,01,2013
1311,ויתקין 5,דירה בבית קומות,3.0,4,68.45,1430000,3929,542,8,30,05,2021
1312,ויתקין 5,דירה בבית קומות,3.0,4,68.45,855000,3929,542,8,21,05,2013
1313,ויתקין 5,דירה בבית קומות,3.0,4,68.45,685000,3929,542,8,10,04,2009
1314,ויתקין 5,דירה בבית קומות,3.0,4,68.45,500000,3929,542,8,17,06,2002
1315,קרל נטר 9,דירה בבית קומות,3.0,4,58.59,1640000,3928,153,20,30,05,2021
1316,קרל נטר 9,דירה בבית קומות,3.0,4,58.59,1210000,3928,153,20,05,01,2015
1317,קרל נטר 9,דירה בבית קומות,3.0,4,58.59,449000,3928,153,20,07,12,2004
1321,תנועות הנוער 15,דירה בבית קומות,3.0,2,84.26,1820000,3939,442,8,27,05,2021
1322,תנועות הנוער 15,דירה בבית קומות,3.0,2,84.26,1300000,3939,442,8,31,08,2014
1323,תנועות הנוער 15,דירה בבית קומות,3.0,2,84.26,930000,3939,442,8,01,04,2009
1324,תנועות הנוער 15,דירה בבית קומות,3.0,2,84.26,705000,3939,442,8,14,03,2003
1325,הצופים 12,דירה בבית קומות,3.0,2,67.31,1836000,3939,436,8,27,05,2021
1326,הצופים 12,דירה בבית קומות,3.0,2,67.31,1150000,3939,436,8,22,09,2011
1327,הצופים 12,דירה בבית קומות,3.0,2,67.31,950000,3939,436,8,02,07,2009
1328,יהודה לייב 42,דירה בבית קומות,3.0,3,79.12,1390000,3929,180,9,27,05,2021
1329,יהודה לייב 42,דירה בבית קומות,3.0,3,79.12,900000,3929,180,9,02,02,2016
1334,הנגיד 11,דירה בבית קומות,3.0,3,65.4,1515000,5115,77,11,26,05,2021
1335,הנגיד 11,דירה בבית קומות,3.0,3,65.4,870000,5115,77,11,20,01,2009
1336,דרור 18,דירה בבית קומות,3.0,2,65.35,1484000,3933,79,15,26,05,2021
1337,דרור 18,דירה בבית קומות,3.0,2,65.35,1050000,3933,79,15,25,07,2013
1338,דרור 18,דירה בבית קומות,3.0,2,65.35,870000,3933,79,15,15,01,2013
1340,שמריהו לוין 38,דירה בבית קומות,3.0,1,62.64,1500000,3928,522,1,25,05,2021
1341,שמריהו לוין 38,דירה בבית קומות,3.0,1,62.64,875000,3928,522,1,12,04,2011
1342,וולפסון 40,דירה בבית קומות,3.0,0,68.05,1700000,3926,863,2,24,05,2021
1343,וולפסון 40,דירה בבית קומות,3.0,0,68.05,1250000,3926,863,2,13,07,2014
1344,שרירא שמואל 8,דירה בבית קומות,3.0,1,63.12,1630000,6286,141,3,24,05,2021
1345,שרירא שמואל 8,דירה בבית קומות,3.0,1,63.12,1500000,6286,141,3,22,12,2020
1346,יהודה לייב 21,דירה בבית קומות,3.0,4,68.48,1440000,3929,827,15,23,05,2021
1347,יהודה לייב 21,דירה בבית קומות,3.0,4,68.48,860000,3929,827,15,25,01,2012
1348,יהודה לייב 21,דירה בבית קומות,3.0,4,68.48,569000,3929,827,15,02,02,2003
1349,יהודה לייב 21,דירה בבית קומות,3.0,4,68.48,481000,3929,827,15,18,02,2000
1350,"חב""ד 4",דירה בבית קומות,3.0,1,58.0,1440000,3929,717,1,23,05,2021
1351,"חב""ד 4",דירה בבית קומות,3.0,1,58.0,1015000,3929,717,1,02,06,2014
1352,"חב""ד 4",דירה בבית קומות,3.0,1,58.0,840000,3929,717,1,17,04,2012
1356,קרית ספר 12,דירה בבית קומות,3.0,3,56.24,1410000,3945,655,11,20,05,2021
1357,קרית ספר 12,דירה בבית קומות,3.0,3,56.24,1365000,3945,655,11,22,02,2017
1360,מבצע נחשון 2,דירה בבית קומות,3.0,4,75.0,1793000,5384,48,15,18,05,2021
1361,מבצע נחשון 2,דירה בבית קומות,3.0,4,75.0,945000,5384,48,15,26,05,2009
1362,מבצע נחשון 2,דירה בבית קומות,3.0,4,75.0,544000,5384,48,15,10,06,1998
1363,הזהבית 17,דירה בבית קומות,3.0,3,65.0,1530000,5036,61,32,18,05,2021
1364,הזהבית 17,דירה בבית קומות,3.0,3,65.0,1260000,5036,61,32,15,12,2015
1365,הזהבית 17,דירה בבית קומות,3.0,3,65.0,475000,5036,61,32,27,02,2007
1367,קפלנסקי 30,דירה בבית קומות,3.0,1,68.3,1615000,3926,674,4,14,05,2021
1368,קפלנסקי 30,דירה בבית קומות,3.0,1,68.3,1545000,3926,674,4,11,09,2017
1370,הרותם 19,דירה בבית קומות,3.0,3,62.1,1370000,5036,30,18,13,05,2021
1371,הרותם 19,דירה בבית קומות,3.0,3,62.1,965000,5036,30,18,29,10,2012
1372,הרותם 19,דירה בבית קומות,3.0,3,62.1,590000,5036,30,18,13,02,2002
1373,טרכטנברג 28,דירה בבית קומות,3.0,1,67.6,1490000,3928,715,4,13,05,2021
1374,טרכטנברג 28,דירה בבית קומות,3.0,1,67.6,1440000,3928,715,4,22,02,2018
1375,טרכטנברג 28,דירה בבית קומות,3.0,1,67.6,618000,3928,715,4,23,10,2007
1376,הזהבית 5,דירה בבית קומות,3.0,3,66.99,1620000,5036,63,23,13,05,2021
1377,הזהבית 5,דירה בבית קומות,3.0,3,66.99,1320000,5036,63,23,01,05,2016
1380,חמדיה 2,דירה בבית קומות,3.0,2,76.0,1800000,5387,56,13,12,05,2021
1381,חמדיה 2,דירה בבית קומות,3.0,2,76.0,1340000,5387,56,13,15,01,2014
1382,חמדיה 2,דירה בבית קומות,3.0,2,76.0,945000,5387,56,13,19,03,2009
1383,חמדיה 2,דירה בבית קומות,3.0,2,76.0,705000,5387,56,13,24,01,2001
1384,החפץ חיים 7,דירה בבית קומות,3.0,2,71.64,1565000,3933,106,4,12,05,2021
1385,החפץ חיים 7,דירה בבית קומות,3.0,2,71.64,1220000,3933,106,4,15,04,2018
1386,החפץ חיים 7,דירה בבית קומות,3.0,2,71.64,780000,3933,106,4,23,12,2009
1387,החלמונית 20,דירה בבית קומות,3.0,2,66.0,1410000,5036,65,48,12,05,2021
1388,החלמונית 20,דירה בבית קומות,3.0,2,66.0,1430000,5036,65,48,22,03,2017
1389,החלמונית 20,דירה בבית קומות,3.0,2,66.0,965000,5036,65,48,06,02,2011
1390,האחים סמילצ'נסקי 35,דירה בבית קומות,3.0,2,70.77,1495000,3926,773,12,12,05,2021
1391,האחים סמילצ'נסקי 35,דירה בבית קומות,3.0,2,70.77,1445000,3926,773,12,24,10,2017
1392,האחים סמילצ'נסקי 35,דירה בבית קומות,3.0,2,70.77,1130000,3926,773,12,02,10,2013
1393,הרב קוק 5,דירה בבית קומות,3.0,3,63.87,1460000,3932,128,9,12,05,2021
1394,הרב קוק 5,דירה בבית קומות,3.0,3,63.87,950000,3932,128,9,01,09,2013
1396,דרור 50,דירה בבית קומות,3.0,1,64.03,1527000,3929,784,3,11,05,2021
1397,דרור 50,דירה בבית קומות,3.0,1,64.03,920000,3929,784,3,12,07,2012
1398,מורדי הגטאות 33,דירה בבית קומות,3.0,3,56.5,1330000,4242,380,32,11,05,2021
1399,מורדי הגטאות 33,דירה בבית קומות,3.0,3,56.5,1095000,4242,380,32,01,05,2016
1400,מרגולין 4,דירה בבית קומות,3.0,1,62.7,750000,3929,413,5,11,05,2021
1401,מרגולין 4,דירה בבית קומות,3.0,1,62.7,1422000,3929,413,5,09,08,2020
1402,רמז 14,דירה בבית קומות,3.0,2,62.71,1660000,3923,219,7,11,05,2021
1403,רמז 14,דירה בבית קומות,3.0,2,62.71,551000,3923,219,7,13,10,2020
1405,המרגנית 16,דירה בבית קומות,3.0,1,65.0,1530000,5036,56,1,10,05,2021
1406,המרגנית 16,דירה בבית קומות,3.0,1,65.0,1400000,5036,56,1,12,06,2017
1407,המרגנית 16,דירה בבית קומות,3.0,1,65.0,1055000,5036,56,1,30,09,2014
1408,המרגנית 16,דירה בבית קומות,3.0,1,65.0,1020000,5036,56,1,25,05,2011
1409,המרגנית 16,דירה בבית קומות,3.0,1,65.0,593000,5036,56,1,19,03,2000
1411,קרל נטר 14,דירה בבית קומות,3.0,1,70.72,1650000,3928,634,6,09,05,2021
1412,קרל נטר 14,דירה בבית קומות,3.0,1,70.72,1300000,3928,634,6,04,01,2016
1413,קרל נטר 14,דירה בבית קומות,3.0,1,70.72,632000,3928,634,6,23,10,2007
1414,מורדי הגטאות 45,דירה בבית קומות,3.0,2,75.6,1330000,4242,469,12,09,05,2021
1415,מורדי הגטאות 45,דירה בבית קומות,3.0,2,75.6,1010000,4242,469,12,23,02,2015
1416,מורדי הגטאות 45,דירה בבית קומות,3.0,2,75.6,840000,4242,469,12,03,06,2011
1419,ויניק 38,דירה בבית קומות,3.0,2,59.5,1660000,3926,1082,6,07,05,2021
1420,ויניק 38,דירה בבית קומות,3.0,2,59.5,1065000,3926,1082,6,04,11,2013
1421,ויניק 38,דירה בבית קומות,3.0,2,59.5,625000,3926,1082,6,28,06,2007
1422,ויניק 38,דירה בבית קומות,3.0,2,59.5,567000,3926,1082,6,07,04,1998
1423,הזית 3,דירה בבית קומות,3.0,4,78.26,710000,3926,92,7,07,05,2021
1424,הזית 3,דירה בבית קומות,3.0,4,78.26,1390000,3926,92,7,14,03,2018
1425,סוקולוב 22,דירה בבית קומות,3.0,2,54.69,1500000,3925,285,5,06,05,2021
1426,סוקולוב 22,דירה בבית קומות,3.0,2,54.69,940000,3925,285,5,10,03,2010
1427,סוקולוב 22,דירה בבית קומות,3.0,2,54.69,545000,3925,285,5,27,11,2005
1428,היקב 8,דירה בבית קומות,3.0,2,59.01,1725000,5039,26,6,06,05,2021
1429,היקב 8,דירה בבית קומות,3.0,2,59.01,1046000,5039,26,6,15,09,2008
1436,הנרקיס 10,דירה בבית קומות,3.0,6,61.3,1300000,5036,9,28,05,05,2021
1437,הנרקיס 10,דירה בבית קומות,3.0,6,61.3,521000,5036,9,28,10,10,2000
1438,פישלזון 3,דירה בבית קומות,3.0,4,57.26,1530000,3929,97,14,05,05,2021
1439,פישלזון 3,דירה בבית קומות,3.0,4,57.26,494000,3929,97,14,20,02,2001
1440,התזמורת 56,דירה בבית קומות,3.0,4,65.05,1800000,5183,35,42,05,05,2021
1441,התזמורת 56,דירה בבית קומות,3.0,4,65.05,1270000,5183,35,42,31,07,2013
1442,התזמורת 56,דירה בבית קומות,3.0,4,65.05,798000,5183,35,42,13,11,2002
1445,סנש חנה 8,דירה בבית קומות,3.0,1,56.5,1420000,7281,45,4,04,05,2021
1446,סנש חנה 8,דירה בבית קומות,3.0,1,56.5,500000,7281,45,4,14,08,2008
1447,וולפסון 33,דירה בבית קומות,3.0,1,66.48,1490000,3926,310,2,04,05,2021
1448,וולפסון 33,דירה בבית קומות,3.0,1,66.48,1260000,3926,310,2,02,08,2015
1451,המפוחית 4,דירה בבית קומות,3.0,1,68.7,1830000,5183,72,29,03,05,2021
1452,המפוחית 4,דירה בבית קומות,3.0,1,68.7,1420000,5183,72,29,23,07,2015
1453,המפוחית 4,דירה בבית קומות,3.0,1,68.7,1100000,5183,72,29,04,06,2012
1456,חיל הרגלים 13,דירה בבית קומות,3.0,4,62.87,1585000,5031,15,16,02,05,2021
1457,חיל הרגלים 13,דירה בבית קומות,3.0,4,62.87,1050000,5031,15,16,29,06,2015
1458,חיל הרגלים 13,דירה בבית קומות,3.0,4,62.87,850000,5031,15,16,17,03,2011
1459,חיל הרגלים 13,דירה בבית קומות,3.0,4,62.87,463000,5031,15,16,20,08,1998
1460,המרגנית 18,דירה בבית קומות,3.0,2,60.9,1500000,5036,54,8,02,05,2021
1461,המרגנית 18,דירה בבית קומות,3.0,2,60.9,1100000,5036,54,8,07,04,2013
1462,המרגנית 18,דירה בבית קומות,3.0,2,60.9,885000,5036,54,8,21,12,2009
1463,המרגנית 18,דירה בבית קומות,3.0,2,60.9,604000,5036,54,8,26,04,2002
1464,טרכטנברג 13,דירה בבית קומות,3.0,6,73.7,1645000,3928,795,23,02,05,2021
1465,טרכטנברג 13,דירה בבית קומות,3.0,6,73.7,1545000,3928,795,23,31,01,2017
1466,טרכטנברג 13,דירה בבית קומות,3.0,6,73.7,1200000,3928,795,23,18,06,2014
1467,טרכטנברג 13,דירה בבית קומות,3.0,6,73.7,603000,3928,795,23,13,11,2003
1468,קרל נטר 10,דירה בבית קומות,3.0,3,61.81,1525000,3928,638,15,02,05,2021
1469,קרל נטר 10,דירה בבית קומות,3.0,3,61.81,1465000,3928,638,15,06,06,2019
1470,קרל נטר 10,דירה בבית קומות,3.0,3,61.81,1220000,3928,638,15,20,04,2015
1471,בית הערבה 8,דירה בבית קומות,3.0,3,63.0,1500000,5387,79,7,02,05,2021
1472,בית הערבה 8,דירה בבית קומות,3.0,3,63.0,1450000,5387,79,7,24,08,2018
1476,"יל""ג 3",דירה בבית קומות,3.0,2,86.62,1630000,3928,322,3,30,04,2021
1477,"יל""ג 3",דירה בבית קומות,3.0,2,86.62,1055000,3928,322,3,17,04,2012
1478,האחים אוסטשינסקי 8,דירה בבית קומות,3.0,4,64.3,1500000,3936,157,7,29,04,2021
1479,האחים אוסטשינסקי 8,דירה בבית קומות,3.0,4,64.3,700000,3936,157,7,08,05,2009
1480,בצלאל 9,דירה בבית קומות,3.0,4,64.11,1350000,3935,83,12,29,04,2021
1481,בצלאל 9,דירה בבית קומות,3.0,4,64.11,1040000,3935,83,12,20,07,2015
1485,הרבי מלובביץ 8,דירה בבית קומות,3.0,2,65.45,1673000,5116,10,8,28,04,2021
1486,הרבי מלובביץ 8,דירה בבית קומות,3.0,2,65.45,1285000,5116,10,8,22,10,2014
1487,הרבי מלובביץ 8,דירה בבית קומות,3.0,2,65.45,600000,5116,10,8,20,06,2000
1490,יהודה הלוי 72,דירה בבית קומות,3.0,3,59.4,727000,3930,191,6,27,04,2021
1491,יהודה הלוי 72,דירה בבית קומות,3.0,3,59.4,517000,3930,191,6,13,09,1998
1492,החלמונית 11,דירה בבית קומות,3.0,1,77.8,1750000,5036,24,25,27,04,2021
1493,החלמונית 11,דירה בבית קומות,3.0,1,77.8,873000,5036,24,25,30,10,2009
1494,צ'לנוב 9,דירה בבית קומות,3.0,4,69.88,1400000,3926,556,8,27,04,2021
1495,צ'לנוב 9,דירה בבית קומות,3.0,4,69.88,1350000,3926,556,8,14,11,2016
1496,צ'לנוב 9,דירה בבית קומות,3.0,4,69.88,849000,3926,556,8,05,04,2013
1498,קרית ספר 21,דירה בבית קומות,3.0,3,63.34,1350000,3945,616,14,26,04,2021
1499,קרית ספר 21,דירה בבית קומות,3.0,3,63.34,1150000,3945,616,14,19,08,2015
1502,הצבעוני 10,דירה בבית קומות,3.0,3,63.1,755000,5036,70,6,25,04,2021
1503,הצבעוני 10,דירה בבית קומות,3.0,3,63.1,945000,5036,70,6,29,08,2010
1504,הצבעוני 10,דירה בבית קומות,3.0,3,63.1,579000,5036,70,6,01,10,1998
1508,הירשפלד 11,דירה בבית קומות,3.0,2,63.11,1600000,3926,699,4,23,04,2021
1509,הירשפלד 11,דירה בבית קומות,3.0,2,63.11,1475000,3926,699,4,15,01,2018
1510,הירשפלד 11,דירה בבית קומות,3.0,2,63.11,545000,3926,699,4,19,05,2005
1511,קפלנסקי 40,דירה בבית קומות,3.0,4,66.02,1470000,3926,1075,16,22,04,2021
1512,קפלנסקי 40,דירה בבית קומות,3.0,4,66.02,900000,3926,1075,16,19,07,2012
1513,קפלנסקי 40,דירה בבית קומות,3.0,4,66.02,512000,3926,1075,16,17,12,2001
1514,אריאב חיים 8,דירה בבית קומות,3.0,4,39.6,1420000,7281,11,28,22,04,2021
1515,אריאב חיים 8,דירה בבית קומות,3.0,4,39.6,827000,7281,11,28,17,02,2015
1516,אריאב חיים 8,דירה בבית קומות,3.0,4,39.6,530000,7281,11,28,11,02,2011
1517,קפלנסקי 34,דירה בבית קומות,3.0,3,59.84,1510000,3926,651,9,22,04,2021
1518,קפלנסקי 34,דירה בבית קומות,3.0,3,59.84,1380000,3926,651,9,04,02,2018
1521,רוטשילד 82,דירה בבית קומות,3.0,3,65.5,1610000,3945,499,21,21,04,2021
1522,רוטשילד 82,דירה בבית קומות,3.0,3,65.5,600000,3945,499,21,27,05,2009
1523,קרל נטר 30,דירה בבית קומות,3.0,2,62.35,807000,3928,703,11,21,04,2021
1524,קרל נטר 30,דירה בבית קומות,3.0,2,62.35,1250000,3928,703,11,24,01,2014
1525,קרל נטר 30,דירה בבית קומות,3.0,2,62.35,1250000,3928,703,11,12,06,2011
1528,אנילביץ 4,דירה בבית קומות,3.0,3,76.0,1410000,7282,19,15,20,04,2021
1529,אנילביץ 4,דירה בבית קומות,3.0,3,76.0,477000,7282,19,15,17,01,2000
1530,ניר דוד 8,דירה בבית קומות,3.0,3,66.0,2300000,5388,43,32,20,04,2021
1531,ניר דוד 8,דירה בבית קומות,3.0,3,66.0,800000,5388,43,32,04,08,2008
1535,הירשפלד 5,דירה בבית קומות,3.0,1,63.18,1650000,3926,702,2,18,04,2021
1536,הירשפלד 5,דירה בבית קומות,3.0,1,63.18,720000,3926,702,2,09,07,2008
